"","Risk of Failure to Appear_decile_score","Risk of Failure to Appear_raw_score","Risk of Failure to Appear_score_text","Risk of Recidivism_decile_score","Risk of Recidivism_raw_score","Risk of Recidivism_score_text","Risk of Violence_decile_score","Risk of Violence_raw_score","Risk of Violence_score_text","recid","recid_violent","recid_proPub","recid_violent_proPub","uid"
"1077","3","18","Low","9","0.31","High","4","-2.1","Low",0,0,0,0,"1407_2014-06-27"
"1078","4","21","Low","7","-0.05","Medium","5","-1.93","Medium",1,0,1,0,"1408_2014-02-06"
"1079","1","11","Low","1","-2.44","Low","1","-4","Low",0,0,0,0,"1409_2014-08-18"
"1080","1","14","Low","1","-2.82","Low","1","-4.11","Low",0,0,0,0,"1411_2014-02-17"
"1081","2","16","Low","1","-2.11","Low","1","-3.67","Low",0,0,0,0,"1412_2014-03-31"
"1082","2","16","Low","7","-0.01","Medium","5","-1.89","Medium",0,0,0,0,"1413_2014-06-03"
"1083","1","15","Low","2","-1.26","Low","1","-2.95","Low",0,0,0,0,"1414_2014-12-03"
"1084","1","15","Low","7","0.01","Medium","3","-2.55","Low",0,0,0,0,"1415_2014-09-12"
"1085","5","23","Medium","6","-0.17","Medium","5","-1.76","Medium",0,0,0,0,"1417_2014-08-15"
"1086","6","25","Medium","3","-0.81","Low","3","-2.3","Low",0,0,0,0,"1418_2013-05-15"
"1087","3","19","Low","1","-1.88","Low","1","-3.24","Low",0,0,0,0,"1419_2014-01-24"
"1088","2","16","Low","1","-1.52","Low","2","-2.79","Low",0,0,0,0,"1420_2014-09-12"
"1089","3","18","Low","2","-1.54","Low","2","-2.74","Low",1,0,1,0,"1422_2014-03-11"
"1090","1","13","Low","1","-2.44","Low","1","-4","Low",0,0,0,0,"1423_2014-11-28"
"1091","9","32","High","9","0.44","High","6","-1.59","Medium",1,0,1,1,"1427_2013-05-10"
"1092","1","15","Low","7","0.19","Medium","5","-1.75","Medium",0,0,0,0,"1428_2013-05-21"
"1093","7","27","Medium","10","0.87","High","8","-1.24","High",1,1,1,0,"1429_2014-10-31"
"1094","1","13","Low","4","-0.58","Low","1","-3.43","Low",0,0,0,0,"1430_2013-10-07"
"1095","1","12","Low","5","-0.44","Medium","3","-2.41","Low",0,0,0,0,"1431_2014-03-05"
"1096","1","13","Low","4","-0.64","Low","5","-1.94","Medium",0,0,0,0,"1432_2014-11-08"
"1097","5","23","Medium","8","0.27","High","7","-1.32","Medium",0,0,0,0,"1433_2013-11-23"
"1098","1","11","Low","2","-1.23","Low","3","-2.47","Low",1,0,1,0,"1435_2014-03-12"
"1099","2","16","Low","7","-0.06","Medium","5","-1.94","Medium",1,1,1,1,"1436_2014-07-23"
"1100","6","24","Medium","6","-0.46","Medium","6","-1.68","Medium",0,0,0,0,"1438_2013-01-17"
"1101","1","15","Low","4","-0.67","Low","6","-1.68","Medium",0,0,0,0,"1439_2014-03-11"
"1102","3","19","Low","5","-0.45","Medium","3","-2.45","Low",1,0,1,0,"1441_2014-11-28"
"1103","6","24","Medium","5","-0.45","Medium","4","-2.02","Low",1,0,1,0,"1443_2013-09-09"
"1104","1","15","Low","10","1.1","High","10","-0.52","High",0,0,0,0,"1444_2014-07-12"
"1105","9","33","High","7","0.08","Medium","9","-0.93","High",1,1,1,1,"1445_2013-01-03"
"1106","1","14","Low","1","-1.57","Low","2","-2.87","Low",0,0,0,0,"1446_2014-02-04"
"1107","2","16","Low","1","-1.49","Low","1","-3.19","Low",0,0,0,0,"1447_2013-11-26"
"1108","1","13","Low","3","-0.88","Low","5","-1.84","Medium",0,0,0,0,"1448_2013-01-16"
"1109","8","29","High","8","0.28","High","9","-0.89","High",0,0,0,0,"1449_2014-09-12"
"1110","1","15","Low","7","-0.12","Medium","1","-2.97","Low",0,0,0,0,"1451_2013-02-26"
"1111","1","11","Low","5","-0.68","Medium","5","-1.74","Medium",1,0,1,0,"1452_2014-03-10"
"1112","4","21","Low","10","0.67","High","9","-0.83","High",0,0,0,0,"1454_2013-10-30"
"1113","3","18","Low","1","-1.42","Low","1","-3.12","Low",0,0,0,0,"1455_2013-02-23"
"1114","2","17","Low","3","-0.76","Low","1","-3.35","Low",0,0,0,0,"1457_2014-10-24"
"1115","1","13","Low","3","-0.78","Low","5","-1.76","Medium",0,0,0,0,"1458_2013-10-10"
"1116","1","14","Low","7","-0.18","Medium","7","-1.41","Medium",1,1,1,0,"1460_2014-06-10"
"1117","2","16","Low","6","-0.17","Medium","5","-1.9","Medium",1,0,1,0,"1461_2013-08-25"
"1118","2","17","Low","1","-1.5","Low","2","-2.86","Low",0,0,0,0,"1462_2013-12-17"
"1119","7","27","Medium","8","0.2","High","3","-2.37","Low",1,0,1,0,"1463_2013-11-20"
"1120","2","17","Low","8","0.29","High","2","-2.89","Low",1,0,NA,NA,"1463_2014-12-28"
"1121","1","13","Low","1","-1.77","Low","1","-3.2","Low",0,0,0,0,"1466_2014-07-13"
"1122","2","16","Low","7","-0.03","Medium","5","-1.82","Medium",1,0,1,0,"1467_2013-08-07"
"1123","10","34","High","5","-0.38","Medium","4","-2.16","Low",1,1,1,1,"1470_2013-03-17"
"1124","1","11","Low","5","-0.51","Medium","6","-1.67","Medium",1,1,1,1,"1471_2013-08-29"
"1125","2","17","Low","4","-0.69","Low","3","-2.39","Low",1,0,1,1,"1473_2013-02-02"
"1126","1","15","Low","5","-0.51","Medium","4","-1.99","Low",1,0,NA,NA,"1473_2013-02-07"
"1127","1","15","Low","4","-0.83","Low","6","-1.72","Medium",0,0,0,0,"1474_2014-02-11"
"1128","3","18","Low","10","0.78","High","10","-0.47","High",0,0,0,0,"1476_2014-08-20"
"1129","3","18","Low","10","0.9","High","10","-0.55","High",0,0,NA,NA,"1476_2014-09-09"
"1130","6","23","Medium","9","0.37","High","7","-1.28","Medium",0,0,0,0,"1477_2014-12-16"
"1131","5","22","Medium","2","-1.03","Low","2","-2.67","Low",0,0,0,0,"1478_2014-11-17"
"1132","2","16","Low","1","-1.73","Low","1","-3.48","Low",1,0,1,0,"1479_2013-09-30"
"1133","1","14","Low","4","-0.66","Low","5","-1.87","Medium",0,0,0,0,"1480_2014-09-16"
"1134","1","13","Low","1","-1.44","Low","2","-2.86","Low",0,0,0,0,"1481_2013-04-12"
"1135","1","15","Low","7","-0.34","Medium","5","-1.91","Medium",0,0,0,0,"1482_2013-12-16"
"1136","10","36","High","9","0.57","High","10","-0.33","High",1,1,1,0,"1484_2013-11-12"
"1137","8","31","High","9","0.46","High","10","-0.33","High",1,1,NA,NA,"1484_2013-12-04"
"1138","3","18","Low","7","-0.04","Medium","6","-1.5","Medium",1,1,1,1,"1485_2013-11-20"
"1139","1","13","Low","3","-0.78","Low","6","-1.59","Medium",0,0,0,0,"1486_2013-10-08"
"1140","1","12","Low","3","-0.77","Low","5","-1.79","Medium",0,0,0,0,"1487_2013-09-14"
"1141","1","15","Low","2","-1.2","Low","2","-2.86","Low",1,0,1,0,"1488_2013-12-23"
"1142","3","18","Low","2","-1.26","Low","2","-2.93","Low",0,0,0,0,"1489_2014-07-06"
"1143","2","17","Low","4","-0.55","Low","2","-2.68","Low",1,0,1,0,"1490_2014-10-14"
"1144","5","22","Medium","4","-0.84","Low","4","-2.1","Low",0,0,0,0,"1491_2014-01-12"
"1145","2","16","Low","6","-0.28","Medium","3","-2.42","Low",0,0,0,0,"1493_2013-10-17"
"1146","1","11","Low","3","-0.95","Low","4","-2","Low",0,0,0,0,"1494_2014-10-21"
"1147","3","18","Low","2","-1.11","Low","1","-3.65","Low",0,0,0,0,"1495_2014-06-21"
"1148","3","18","Low","4","-0.52","Low","4","-2.01","Low",0,0,1,0,"1497_2013-07-29"
"1149","5","23","Medium","10","0.68","High","9","-0.79","High",1,0,1,0,"1499_2013-01-04"
"1150","5","23","Medium","10","0.79","High","9","-0.86","High",1,0,NA,NA,"1499_2013-09-19"
"1151","1","13","Low","1","-2.42","Low","1","-3.97","Low",0,0,0,0,"1500_2014-06-17"
"1152","1","15","Low","1","-2.1","Low","1","-3.62","Low",0,0,0,0,"1501_2013-08-16"
"1153","3","18","Low","2","-1.27","Low","1","-3.4","Low",0,0,0,0,"1502_2014-03-30"
"1154","1","12","Low","4","-0.72","Low","7","-1.45","Medium",0,0,0,0,"1503_2014-11-02"
"1155","3","20","Low","3","-0.91","Low","1","-3.66","Low",0,0,0,0,"1504_2014-12-03"
"1156","3","19","Low","8","0.19","High","9","-0.86","High",1,1,1,0,"1505_2013-02-24"
"1157","1","13","Low","6","-0.41","Medium","2","-2.81","Low",0,0,0,0,"1507_2014-10-19"
"1158","1","11","Low","3","-1.17","Low","4","-2.08","Low",0,0,0,0,"1508_2014-01-06"
"1159","1","14","Low","1","-1.47","Low","2","-2.85","Low",0,0,0,0,"1509_2013-01-26"
"1160","4","20","Low","2","-1.46","Low","1","-2.96","Low",0,0,0,0,"1510_2014-11-17"
"1161","5","22","Medium","2","-1.2","Low","3","-2.24","Low",0,0,0,0,"1511_2013-11-10"
"1162","4","21","Low","5","-0.33","Medium","3","-2.45","Low",1,1,1,1,"1513_2013-01-24"
"1163","2","16","Low","1","-1.77","Low","1","-2.99","Low",0,0,0,0,"1514_2014-07-28"
"1164","2","17","Low","4","-0.68","Low","1","-3.09","Low",0,0,0,0,"1515_2013-10-23"
"1165","7","26","Medium","3","-0.75","Low","1","-3.2","Low",1,0,1,0,"1516_2013-04-27"
"1166","3","20","Low","3","-0.96","Low","3","-2.26","Low",0,0,0,0,"1519_2014-10-02"
"1167","4","21","Low","6","-0.24","Medium","5","-1.8","Medium",0,0,0,0,"1520_2013-10-01"
"1168","1","11","Low","1","-2.19","Low","1","-4.07","Low",0,0,0,0,"1521_2014-12-22"
"1169","3","18","Low","7","-0.03","Medium","6","-1.68","Medium",0,0,0,0,"1522_2013-02-04"
"1170","2","17","Low","3","-1.21","Low","2","-2.61","Low",0,0,0,0,"1523_2013-04-27"
"1171","1","13","Low","1","-2.09","Low","1","-3.73","Low",0,0,0,0,"1524_2014-06-08"
"1172","5","23","Medium","4","-0.69","Low","2","-2.8","Low",0,0,0,0,"1526_2013-12-12"
"1173","5","23","Medium","7","-0.03","Medium","8","-1.21","High",0,0,0,0,"1527_2014-05-04"
"1174","6","24","Medium","7","-0.27","Medium","4","-2.16","Low",1,1,1,1,"1529_2014-07-28"
"1175","1","13","Low","1","-2.76","Low","1","-4.06","Low",0,0,0,0,"1530_2014-03-31"
"1176","2","16","Low","6","-0.29","Medium","3","-2.4","Low",0,0,0,0,"1534_2013-05-06"
"1177","2","16","Low","7","0.07","Medium","5","-1.78","Medium",1,0,1,0,"1535_2013-03-02"
"1178","5","22","Medium","3","-0.93","Low","1","-3.03","Low",0,0,0,0,"1538_2013-03-22"
"1179","1","15","Low","5","-0.5","Medium","6","-1.68","Medium",0,0,0,0,"1540_2013-02-17"
"1180","10","35","High","10","1.44","High","10","0.16","High",0,0,0,0,"1541_2014-01-20"
"1181","2","17","Low","7","-0.12","Medium","2","-2.59","Low",1,1,1,1,"1542_2013-02-03"
"1182","3","19","Low","6","-0.27","Medium","2","-2.58","Low",0,0,0,0,"1544_2013-10-26"
"1183","1","15","Low","5","-0.46","Medium","4","-2.11","Low",0,0,0,0,"1545_2013-11-23"
"1184","3","18","Low","3","-0.8","Low","2","-2.77","Low",0,0,0,0,"1546_2014-05-27"
"1185","3","19","Low","2","-1.33","Low","1","-3.29","Low",0,0,0,0,"1547_2014-10-31"
"1186","3","19","Low","9","0.41","High","6","-1.67","Medium",1,0,1,0,"1548_2013-09-08"
"1187","1","12","Low","1","-2.17","Low","1","-3.75","Low",0,0,0,0,"1551_2014-01-19"
"1188","2","17","Low","2","-1.35","Low","1","-3.53","Low",0,0,0,0,"1552_2014-09-16"
"1189","1","13","Low","1","-2","Low","1","-3.64","Low",1,0,1,0,"1553_2013-05-22"
"1190","1","13","Low","3","-1.07","Low","4","-2.17","Low",0,0,0,0,"1555_2014-11-11"
"1191","1","13","Low","1","-2.11","Low","1","-3.76","Low",0,0,0,0,"1557_2013-12-16"
"1192","1","14","Low","5","-0.68","Medium","5","-1.75","Medium",0,0,0,0,"1558_2014-01-09"
"1193","1","13","Low","4","-0.62","Low","5","-1.93","Medium",0,0,0,0,"1559_2014-03-05"
"1194","5","23","Medium","2","-1.28","Low","1","-3.49","Low",1,0,1,0,"1560_2013-01-17"
"1195","1","12","Low","1","-1.47","Low","1","-3.28","Low",0,0,0,0,"1561_2014-10-12"
"1196","1","12","Low","3","-1","Low","3","-2.32","Low",0,0,0,0,"1562_2013-03-25"
"1197","3","19","Low","8","0.09","High","7","-1.4","Medium",0,0,0,0,"1564_2014-09-04"
"1198","8","29","High","5","-0.32","Medium","3","-2.34","Low",1,0,1,0,"1565_2013-10-29"
"1199","3","18","Low","3","-0.77","Low","4","-2.12","Low",0,0,0,0,"1567_2014-09-27"
"1200","1","12","Low","2","-1.23","Low","2","-2.7","Low",1,0,1,0,"1568_2014-02-24"
"1201","1","13","Low","7","-0.26","Medium","7","-1.41","Medium",1,0,1,0,"1569_2013-02-17"
"1202","2","17","Low","2","-1.55","Low","3","-2.51","Low",0,0,0,0,"1570_2014-03-10"
"1203","1","11","Low","1","-1.64","Low","1","-3.46","Low",0,0,0,0,"1571_2013-03-25"
"1204","1","14","Low","2","-1.01","Low","5","-1.74","Medium",0,0,0,0,"1572_2013-01-19"
"1205","1","13","Low","1","-1.74","Low","1","-3.15","Low",0,0,0,0,"1574_2014-08-17"
"1206","1","13","Low","3","-0.92","Low","2","-2.79","Low",1,0,1,0,"1575_2014-01-13"
"1207","8","30","High","8","0.15","High","6","-1.7","Medium",1,1,1,0,"1576_2013-05-20"
"1208","1","15","Low","1","-2.04","Low","1","-3.35","Low",0,0,0,0,"1577_2013-04-29"
"1209","1","14","Low","1","-1.89","Low","1","-3.5","Low",0,0,0,0,"1578_2013-12-20"
"1210","1","11","Low","1","-2.47","Low","1","-4.05","Low",0,0,0,0,"1579_2014-08-28"
"1211","5","22","Medium","1","-1.44","Low","2","-2.74","Low",0,0,0,0,"1580_2014-06-25"
"1212","5","23","Medium","4","-0.68","Low","1","-3.28","Low",0,0,0,0,"1581_2013-04-19"
"1213","1","15","Low","2","-1.25","Low","3","-2.36","Low",0,0,0,0,"1584_2013-01-15"
"1214","3","19","Low","3","-1.29","Low","2","-2.57","Low",0,0,0,0,"1585_2014-09-19"
"1215","6","24","Medium","6","-0.23","Medium","3","-2.44","Low",0,0,0,0,"1586_2014-04-08"
"1216","3","18","Low","1","-2.64","Low","1","-4.18","Low",0,0,0,0,"1587_2013-04-03"
"1217","4","21","Low","10","0.81","High","5","-1.94","Medium",1,0,1,0,"1588_2014-02-04"
"1218","1","12","Low","1","-1.54","Low","2","-2.91","Low",0,0,0,0,"1589_2014-03-07"
"1219","1","15","Low","1","-2.13","Low","1","-3.67","Low",1,1,1,1,"1590_2014-03-27"
"1220","1","15","Low","1","-1.58","Low","1","-3.18","Low",0,0,NA,NA,"1590_2014-12-31"
"1221","2","16","Low","1","-2.28","Low","1","-3.87","Low",0,0,0,0,"1591_2014-02-06"
"1222","1","14","Low","1","-2.33","Low","1","-3.77","Low",0,0,0,0,"1593_2014-04-30"
"1223","1","13","Low","5","-0.67","Medium","6","-1.7","Medium",0,0,0,0,"1594_2013-12-27"
"1224","9","31","High","10","0.86","High","4","-2.08","Low",1,0,1,0,"1595_2013-04-27"
"1225","1","12","Low","3","-0.94","Low","3","-2.34","Low",1,0,1,0,"1596_2013-03-15"
"1226","1","12","Low","1","-2.08","Low","1","-3.57","Low",0,0,0,0,"1597_2013-04-08"
"1227","1","14","Low","1","-2.41","Low","1","-4.04","Low",0,0,0,0,"1598_2014-11-11"
"1228","1","12","Low","1","-2.06","Low","1","-3.4","Low",0,0,0,0,"1599_2014-03-08"
"1229","1","15","Low","1","-1.96","Low","1","-3.42","Low",0,0,0,0,"1600_2014-07-11"
"1230","2","16","Low","2","-1.01","Low","2","-2.86","Low",1,0,1,0,"1601_2013-05-08"
"1231","1","12","Low","2","-1.1","Low","2","-2.65","Low",0,0,0,0,"1602_2013-08-10"
"1232","2","16","Low","4","-0.84","Low","4","-2.17","Low",0,0,0,0,"1603_2014-11-16"
"1233","7","27","Medium","5","-0.44","Medium","3","-2.35","Low",1,0,1,0,"1604_2013-12-15"
"1234","1","12","Low","3","-0.81","Low","5","-1.93","Medium",0,0,0,0,"1605_2014-03-10"
"1235","3","18","Low","8","0.02","High","5","-1.79","Medium",0,0,0,0,"1606_2013-09-17"
"1236","1","12","Low","7","-0.32","Medium","5","-1.92","Medium",1,0,1,0,"1607_2013-09-13"
"1237","10","40","High","6","-0.48","Medium","3","-2.33","Low",1,0,1,0,"1608_2013-01-12"
"1238","4","21","Low","8","0.06","High","3","-2.37","Low",0,0,0,0,"1609_2014-07-30"
"1239","1","12","Low","6","-0.3","Medium","5","-1.96","Medium",0,0,0,0,"1610_2014-11-20"
"1240","3","19","Low","3","-0.91","Low","2","-2.72","Low",0,0,0,0,"1611_2013-03-30"
"1241","9","31","High","10","0.75","High","9","-0.94","High",0,0,0,0,"1612_2014-07-22"
"1242","7","26","Medium","3","-0.84","Low","1","-3.09","Low",1,0,1,0,"1613_2013-03-04"
"1243","3","18","Low","1","-2.16","Low","1","-3.75","Low",0,0,0,0,"1614_2014-06-30"
"1244","3","18","Low","1","-2.04","Low","1","-3.49","Low",0,0,0,0,"1615_2013-11-08"
"1245","4","21","Low","2","-1.05","Low","2","-2.64","Low",0,0,0,0,"1616_2014-07-10"
"1246","1","12","Low","2","-1.1","Low","1","-2.99","Low",0,0,0,0,"1617_2014-04-24"
"1247","2","17","Low","1","-1.63","Low","1","-3.21","Low",0,0,0,0,"1618_2014-03-13"
"1248","7","27","Medium","4","-0.67","Low","4","-2.12","Low",0,0,0,0,"1619_2014-08-06"
"1249","1","11","Low","1","-2.54","Low","1","-4.1","Low",0,0,0,0,"1620_2013-12-16"
"1250","4","21","Low","3","-1.28","Low","1","-3.28","Low",1,0,0,0,"1621_2014-10-06"
"1251","4","21","Low","3","-0.86","Low","1","-3.45","Low",0,0,0,0,"1622_2013-03-10"
"1252","3","19","Low","7","-0.12","Medium","4","-2.2","Low",1,0,0,0,"1623_2013-10-22"
"1253","3","19","Low","10","0.73","High","9","-0.64","High",1,1,1,1,"1625_2013-02-19"
"1254","3","19","Low","10","0.84","High","9","-0.64","High",1,1,NA,NA,"1625_2013-04-21"
"1255","1","15","Low","10","0.71","High","9","-0.83","High",1,0,NA,NA,"1625_2014-06-11"
"1256","1","12","Low","3","-0.85","Low","3","-2.3","Low",1,0,1,0,"1626_2013-04-27"
"1257","1","13","Low","1","-2.43","Low","1","-3.94","Low",0,0,0,0,"1628_2014-04-06"
"1258","1","14","Low","5","-0.51","Medium","4","-2.12","Low",0,0,0,0,"1629_2014-02-09"
"1259","6","24","Medium","3","-0.86","Low","1","-3.54","Low",1,1,1,1,"1631_2013-10-08"
"1260","4","21","Low","10","0.88","High","5","-1.97","Medium",1,0,1,0,"1632_2014-05-30"
"1261","1","14","Low","1","-1.93","Low","1","-3.95","Low",0,0,0,0,"1633_2014-10-04"
"1262","2","16","Low","1","-1.76","Low","1","-2.99","Low",0,0,0,0,"1634_2013-03-30"
"1263","1","13","Low","1","-1.89","Low","1","-3.29","Low",0,0,0,0,"1637_2013-06-10"
"1264","3","18","Low","3","-0.83","Low","1","-3.3","Low",1,0,1,0,"1638_2013-10-04"
"1265","7","26","Medium","4","-0.63","Low","5","-1.93","Medium",0,0,0,0,"1639_2013-12-13"
"1266","1","12","Low","1","-2.37","Low","1","-3.73","Low",0,0,0,0,"1640_2013-01-03"
"1267","1","14","Low","1","-1.5","Low","2","-2.92","Low",0,0,0,0,"1641_2014-10-18"
"1268","3","18","Low","6","-0.27","Medium","4","-2","Low",0,0,0,0,"1642_2014-03-18"
"1269","1","14","Low","4","-0.66","Low","4","-2.17","Low",0,0,0,0,"1643_2013-04-27"
"1270","1","12","Low","6","-0.48","Medium","6","-1.62","Medium",1,0,1,0,"1645_2014-04-03"
"1271","3","19","Low","1","-1.58","Low","1","-3.54","Low",0,0,0,0,"1646_2013-04-05"
"1272","2","17","Low","4","-0.57","Low","4","-2.14","Low",0,0,0,0,"1647_2014-04-28"
"1273","2","16","Low","1","-1.59","Low","1","-3.64","Low",0,0,0,0,"1648_2013-11-16"
"1274","5","23","Medium","7","0.05","Medium","3","-2.33","Low",0,0,0,0,"1649_2013-11-20"
"1275","6","24","Medium","3","-0.78","Low","1","-3.37","Low",1,1,1,1,"1651_2013-03-13"
"1276","6","24","Medium","5","-0.47","Medium","4","-2.13","Low",0,0,0,0,"1653_2013-11-22"
"1277","1","13","Low","2","-1.03","Low","4","-2.1","Low",1,1,1,1,"1655_2013-01-22"
"1278","1","15","Low","4","-0.63","Low","3","-2.3","Low",1,0,NA,NA,"1655_2014-02-14"
"1279","1","15","Low","2","-1.17","Low","1","-3.13","Low",0,0,0,0,"1656_2014-01-06"
"1280","1","15","Low","1","-1.5","Low","2","-2.87","Low",0,0,0,0,"1657_2013-02-02"
"1281","1","14","Low","1","-2.57","Low","1","-4.13","Low",0,0,0,0,"1658_2013-05-20"
"1282","1","13","Low","2","-1.14","Low","3","-2.36","Low",0,0,0,0,"1659_2014-04-27"
"1283","3","20","Low","10","0.74","High","5","-1.85","Medium",1,1,1,1,"1660_2013-02-06"
"1284","1","13","Low","2","-1.31","Low","2","-2.7","Low",0,0,0,0,"1662_2014-09-23"
"1285","1","13","Low","8","0.1","High","4","-2","Low",0,0,0,0,"1664_2013-02-07"
"1286","3","18","Low","5","-0.32","Medium","6","-1.64","Medium",1,0,1,0,"1667_2014-10-20"
"1287","10","35","High","9","0.49","High","9","-0.86","High",0,0,0,0,"1668_2013-03-26"
"1288","6","23","Medium","10","0.94","High","8","-1.14","High",1,0,1,0,"1669_2013-01-29"
"1289","1","14","Low","6","-0.3","Medium","6","-1.68","Medium",1,1,1,1,"1670_2013-04-05"
"1290","1","13","Low","6","-0.27","Medium","6","-1.68","Medium",0,0,NA,NA,"1670_2014-02-01"
"1291","3","18","Low","2","-1.16","Low","3","-2.25","Low",0,0,0,0,"1671_2014-11-25"
"1292","2","16","Low","8","-0.11","High","7","-1.31","Medium",0,0,0,0,"1672_2014-03-23"
"1293","1","13","Low","2","-1.58","Low","1","-3.13","Low",0,0,0,0,"1677_2014-12-19"
"1294","1","12","Low","1","-1.73","Low","1","-3.05","Low",0,0,0,0,"1679_2014-09-22"
"1295","5","23","Medium","2","-1.2","Low","5","-1.81","Medium",0,0,0,0,"1680_2013-03-29"
"1296","4","21","Low","2","-1.3","Low","1","-3.16","Low",0,0,0,0,"1681_2013-02-05"
"1297","1","13","Low","1","-1.72","Low","1","-3.06","Low",0,0,0,0,"1682_2013-04-20"
"1298","2","17","Low","6","-0.21","Medium","5","-1.84","Medium",1,0,1,0,"1685_2013-03-25"
"1299","3","18","Low","5","-0.78","Medium","3","-2.26","Low",1,1,1,1,"1686_2014-05-09"
"1300","3","18","Low","3","-1.1","Low","3","-2.4","Low",0,0,0,0,"1687_2014-10-23"
"1301","1","13","Low","8","0.21","High","5","-1.74","Medium",1,0,1,0,"1688_2013-01-26"
"1302","1","12","Low","1","-2.15","Low","1","-3.67","Low",1,0,1,0,"1689_2013-05-05"
"1303","1","12","Low","1","-1.75","Low","1","-3.13","Low",0,0,0,0,"1690_2014-06-17"
"1304","1","15","Low","10","0.69","High","7","-1.44","Medium",0,0,0,0,"1691_2013-03-15"
"1305","3","20","Low","1","-1.83","Low","1","-3.5","Low",0,0,0,0,"1692_2013-07-26"
"1306","1","13","Low","2","-1.65","Low","1","-2.99","Low",0,0,0,0,"1693_2014-10-28"
"1307","3","18","Low","5","-0.42","Medium","3","-2.33","Low",0,0,0,0,"1697_2013-01-08"
"1308","1","12","Low","3","-1.22","Low","4","-2.12","Low",0,0,0,0,"1698_2013-10-01"
"1309","1","13","Low","2","-1.6","Low","1","-3.03","Low",0,0,0,0,"1699_2013-12-13"
"1310","1","11","Low","3","-0.76","Low","4","-2.2","Low",1,0,1,0,"1700_2013-04-27"
"1311","8","28","High","9","0.36","High","3","-2.52","Low",1,1,1,0,"1702_2013-06-03"
"1312","8","28","High","9","0.36","High","3","-2.52","Low",1,1,NA,NA,"1702_2013-06-24"
"1313","6","24","Medium","6","-0.16","Medium","2","-2.81","Low",0,0,0,0,"1703_2014-04-17"
"1314","3","19","Low","1","-1.74","Low","1","-3.01","Low",1,0,1,0,"1704_2013-01-01"
"1315","2","17","Low","5","-0.5","Medium","6","-1.7","Medium",1,1,1,1,"1706_2014-06-02"
"1316","3","18","Low","5","-0.5","Medium","6","-1.55","Medium",1,1,NA,NA,"1706_2014-08-08"
"1317","3","18","Low","2","-1.09","Low","3","-2.32","Low",0,0,0,0,"1707_2013-01-03"
"1318","1","15","Low","3","-0.84","Low","3","-2.4","Low",0,0,0,0,"1708_2014-11-05"
"1319","6","24","Medium","9","0.35","High","7","-1.46","Medium",1,1,1,0,"1709_2014-02-11"
"1320","8","30","High","2","-1.31","Low","1","-3.06","Low",0,0,1,0,"1710_2013-04-01"
"1321","2","17","Low","1","-1.74","Low","1","-3.29","Low",0,0,0,0,"1711_2014-01-07"
"1322","1","11","Low","2","-1.38","Low","3","-2.36","Low",0,0,0,0,"1713_2014-07-15"
"1323","4","21","Low","6","-0.26","Medium","2","-2.79","Low",1,1,1,1,"1715_2013-03-25"
"1324","9","31","High","5","-0.47","Medium","5","-1.83","Medium",1,0,NA,NA,"1715_2013-03-28"
"1325","7","26","Medium","6","-0.27","Medium","7","-1.4","Medium",1,1,1,0,"1717_2013-09-06"
"1326","3","20","Low","9","0.44","High","8","-1","High",1,1,1,1,"1718_2013-05-21"
"1327","1","12","Low","1","-2.72","Low","1","-4.31","Low",1,0,1,0,"1719_2014-02-18"
"1328","2","16","Low","1","-1.75","Low","1","-3.1","Low",0,0,0,0,"1722_2014-04-04"
"1329","3","19","Low","10","0.44","High","5","-1.84","Medium",0,0,0,0,"1723_2014-06-21"
"1330","1","13","Low","3","-1.09","Low","3","-2.35","Low",0,0,1,0,"1725_2013-01-24"
"1331","1","13","Low","1","-1.42","Low","2","-2.63","Low",0,0,0,0,"1726_2014-10-19"
"1332","1","15","Low","1","-1.9","Low","1","-3.33","Low",0,0,0,0,"1727_2013-02-20"
"1333","1","15","Low","2","-1.01","Low","1","-3.1","Low",1,0,1,0,"1729_2013-04-08"
"1334","5","23","Medium","4","-0.57","Low","1","-3.37","Low",0,0,0,0,"1730_2014-03-04"
"1335","2","17","Low","1","-1.9","Low","1","-3.14","Low",0,0,0,0,"1734_2013-01-02"
"1336","1","13","Low","1","-1.93","Low","2","-2.93","Low",0,0,0,0,"1735_2014-02-03"
"1337","1","14","Low","7","-0.26","Medium","5","-1.93","Medium",0,0,0,0,"1736_2013-08-23"
"1338","7","25","Medium","9","0.21","High","8","-1.07","High",0,0,0,0,"1737_2013-09-10"
"1339","3","18","Low","4","-0.7","Low","3","-2.39","Low",0,0,0,0,"1738_2014-08-08"
"1340","1","11","Low","4","-0.73","Low","6","-1.64","Medium",0,0,0,0,"1739_2014-04-30"
"1341","1","14","Low","6","-0.28","Medium","4","-2.04","Low",1,1,1,0,"1741_2013-02-09"
"1342","1","14","Low","8","0.19","High","6","-1.72","Medium",1,1,NA,NA,"1741_2013-05-07"
"1343","1","13","Low","4","-0.63","Low","7","-1.37","Medium",1,0,1,0,"1742_2013-08-16"
"1344","2","16","Low","2","-1.62","Low","1","-2.99","Low",0,0,0,0,"1743_2014-07-15"
"1345","5","22","Medium","3","-0.95","Low","3","-2.36","Low",1,0,1,0,"1746_2013-05-16"
"1346","2","16","Low","1","-2.07","Low","1","-4.16","Low",0,0,0,0,"1749_2013-10-03"
