"","Risk of Failure to Appear_decile_score","Risk of Failure to Appear_raw_score","Risk of Failure to Appear_score_text","Risk of Recidivism_decile_score","Risk of Recidivism_raw_score","Risk of Recidivism_score_text","Risk of Violence_decile_score","Risk of Violence_raw_score","Risk of Violence_score_text","recid","recid_violent","recid_proPub","recid_violent_proPub","uid"
"1142","1","11","Low","1","-2.19","Low","1","-3.79","Low",0,0,0,0,"2408_2013-01-17"
"1143","3","19","Low","4","-0.92","Low","2","-2.58","Low",0,0,0,0,"2410_2013-10-21"
"1144","7","25","Medium","5","-0.62","Medium","2","-2.87","Low",0,0,0,0,"2411_2013-01-19"
"1145","1","12","Low","3","-0.86","Low","5","-1.97","Medium",0,0,0,0,"2413_2013-01-19"
"1146","2","17","Low","1","-1.64","Low","1","-3.7","Low",0,0,0,0,"2415_2013-01-31"
"1147","1","13","Low","1","-2.33","Low","1","-3.83","Low",0,0,0,0,"2418_2013-05-12"
"1148","3","18","Low","2","-1.29","Low","3","-2.54","Low",1,1,1,1,"2420_2013-01-24"
"1149","1","14","Low","2","-1.31","Low","2","-2.62","Low",0,0,0,0,"2422_2014-01-29"
"1150","4","21","Low","10","0.69","High","7","-1.49","Medium",1,1,1,0,"2427_2013-05-01"
"1151","3","20","Low","3","-0.87","Low","2","-2.66","Low",0,0,0,0,"2429_2013-08-21"
"1152","1","11","Low","4","-0.97","Low","6","-1.65","Medium",0,0,0,0,"2431_2013-11-23"
"1153","1","11","Low","1","-1.45","Low","2","-2.76","Low",0,0,0,0,"2432_2013-12-18"
"1154","1","13","Low","1","-2.54","Low","1","-4.19","Low",0,0,0,0,"2438_2013-08-20"
"1155","1","15","Low","2","-1.17","Low","3","-2.36","Low",0,0,0,0,"2441_2013-08-13"
"1156","2","16","Low","6","-0.24","Medium","2","-2.56","Low",0,0,0,0,"2443_2013-05-11"
"1157","3","18","Low","5","-0.36","Medium","2","-2.64","Low",0,0,1,0,"2445_2013-01-19"
"1158","2","16","Low","8","0.25","High","9","-0.77","High",1,1,1,0,"2448_2014-02-14"
"1159","2","17","Low","1","-1.47","Low","1","-3.28","Low",0,0,0,0,"2451_2014-02-05"
"1160","3","18","Low","7","-0.19","Medium","1","-3","Low",1,0,1,0,"2453_2013-11-30"
"1161","1","13","Low","1","-1.69","Low","1","-3.03","Low",0,0,0,0,"2454_2013-06-14"
"1162","7","27","Medium","6","-0.26","Medium","1","-2.98","Low",0,0,0,0,"2456_2013-02-21"
"1163","1","13","Low","1","-1.65","Low","1","-3.02","Low",0,0,0,0,"2457_2014-01-25"
"1164","7","26","Medium","5","-0.46","Medium","2","-2.88","Low",0,0,0,0,"2459_2014-02-12"
"1165","9","31","High","4","-0.68","Low","1","-3.4","Low",1,1,1,0,"2460_2013-09-26"
"1166","6","25","Medium","9","0.46","High","6","-1.69","Medium",0,0,0,0,"2464_2013-05-29"
"1167","3","20","Low","7","0.05","Medium","6","-1.71","Medium",0,0,0,0,"2465_2013-01-14"
"1168","6","24","Medium","7","0.02","Medium","4","-2.17","Low",1,1,1,1,"2474_2013-05-04"
"1169","1","12","Low","1","-2.23","Low","1","-3.69","Low",0,0,0,0,"2475_2013-03-29"
"1170","3","19","Low","8","0.27","High","4","-2.1","Low",1,0,1,0,"2476_2013-08-30"
"1171","5","22","Medium","3","-0.83","Low","4","-2.08","Low",0,0,0,0,"2478_2013-03-17"
"1172","3","19","Low","7","0","Medium","4","-2.1","Low",1,0,1,0,"2479_2013-02-18"
"1173","3","20","Low","1","-1.75","Low","1","-3.1","Low",0,0,0,0,"2482_2014-03-10"
"1174","1","11","Low","1","-2.31","Low","1","-3.89","Low",0,0,0,0,"2484_2013-09-23"
"1175","1","13","Low","2","-1.31","Low","2","-2.71","Low",0,0,0,0,"2485_2013-10-08"
"1176","8","27","High","6","-0.5","Medium","2","-2.83","Low",0,0,0,0,"2486_2013-11-08"
"1177","2","17","Low","5","-0.32","Medium","5","-1.8","Medium",1,1,1,1,"2487_2013-11-07"
"1178","4","20","Low","1","-1.95","Low","1","-3.54","Low",1,1,1,0,"2488_2013-12-05"
"1179","1","14","Low","6","-0.28","Medium","7","-1.36","Medium",0,0,0,0,"2489_2013-03-28"
"1180","1","14","Low","6","-0.57","Medium","2","-2.82","Low",1,1,1,0,"2493_2014-03-14"
"1181","1","13","Low","7","-0.36","Medium","5","-1.88","Medium",1,1,1,0,"2494_2013-12-24"
"1182","1","12","Low","5","-0.35","Medium","7","-1.42","Medium",0,0,0,0,"2495_2013-03-01"
"1183","1","12","Low","1","-2.54","Low","1","-4.08","Low",0,0,0,0,"2497_2013-10-18"
"1184","3","18","Low","2","-1.3","Low","1","-3.38","Low",0,0,0,0,"2498_2013-09-29"
"1185","10","35","High","7","-0.09","Medium","2","-2.92","Low",1,1,1,0,"2499_2013-01-04"
"1186","1","11","Low","2","-1.01","Low","4","-1.99","Low",0,0,0,0,"2501_2013-08-28"
"1187","6","24","Medium","1","-2.06","Low","1","-3.59","Low",1,0,0,0,"2502_2013-04-19"
"1188","3","18","Low","5","-0.76","Medium","2","-2.78","Low",1,0,1,0,"2503_2014-01-05"
"1189","1","11","Low","2","-1.03","Low","4","-2.1","Low",1,0,1,0,"2504_2014-02-13"
"1190","6","24","Medium","6","-0.26","Medium","2","-2.59","Low",0,0,0,0,"2507_2013-03-17"
"1191","7","26","Medium","7","-0.05","Medium","6","-1.54","Medium",0,0,0,0,"2508_2014-04-16"
"1192","1","14","Low","5","-0.38","Medium","8","-1.1","High",1,1,1,1,"2509_2013-10-31"
"1193","3","19","Low","3","-1","Low","3","-2.4","Low",0,0,0,0,"2511_2014-02-11"
"1194","2","16","Low","10","0.85","High","9","-0.73","High",1,0,1,0,"2513_2013-10-09"
"1195","3","18","Low","10","0.91","High","5","-1.97","Medium",0,0,0,0,"2515_2013-11-02"
"1196","1","12","Low","3","-0.8","Low","6","-1.6","Medium",0,0,0,0,"2516_2013-01-16"
"1197","1","11","Low","5","-0.81","Medium","4","-2","Low",0,0,0,0,"2521_2013-11-15"
"1198","3","18","Low","3","-0.79","Low","1","-3.61","Low",0,0,0,0,"2523_2014-03-22"
"1199","1","13","Low","6","-0.27","Medium","7","-1.32","Medium",0,0,0,0,"2524_2013-05-14"
"1200","1","13","Low","2","-1.34","Low","2","-2.58","Low",0,0,0,0,"2525_2013-04-24"
"1201","1","14","Low","1","-2.44","Low","1","-3.43","Low",0,0,0,0,"2526_2013-03-20"
"1202","2","16","Low","2","-1.23","Low","2","-2.59","Low",1,0,1,0,"2529_2013-01-23"
"1203","7","26","Medium","7","0.04","Medium","5","-1.95","Medium",0,0,0,0,"2532_2013-08-17"
"1204","1","13","Low","2","-1.33","Low","3","-2.52","Low",0,0,0,0,"2537_2013-04-08"
"1205","1","13","Low","3","-0.92","Low","6","-1.61","Medium",0,0,0,0,"2540_2013-01-26"
"1206","3","20","Low","2","-1.24","Low","1","-3.57","Low",0,0,0,0,"2541_2013-03-11"
"1207","6","24","Medium","8","0.28","High","4","-2.04","Low",0,0,0,0,"2543_2013-01-21"
"1208","3","19","Low","4","-0.59","Low","1","-3.25","Low",0,0,0,0,"2546_2013-08-17"
"1209","2","17","Low","6","-0.24","Medium","4","-2.22","Low",1,1,1,1,"2548_2013-02-08"
"1210","1","15","Low","3","-0.8","Low","3","-2.45","Low",0,0,0,0,"2550_2013-12-19"
"1211","5","22","Medium","7","0.06","Medium","5","-1.79","Medium",0,0,0,0,"2556_2013-02-10"
"1212","1","14","Low","9","0.33","High","6","-1.53","Medium",1,1,1,1,"2560_2013-07-29"
"1213","1","15","Low","4","-0.56","Low","4","-2.18","Low",0,0,0,0,"2562_2013-08-20"
"1214","3","20","Low","1","-1.52","Low","2","-2.56","Low",1,0,1,0,"2564_2013-01-21"
"1215","1","14","Low","9","0.41","High","4","-2.09","Low",1,0,1,0,"2566_2013-01-02"
"1216","3","18","Low","6","-0.29","Medium","3","-2.35","Low",0,0,0,0,"2567_2013-01-04"
"1217","1","12","Low","2","-1.14","Low","3","-2.36","Low",0,0,0,0,"2569_2014-03-05"
"1218","1","14","Low","8","0.11","High","5","-1.76","Medium",1,0,1,0,"2571_2013-08-29"
"1219","3","19","Low","6","-0.54","Medium","2","-2.69","Low",1,0,1,0,"2573_2013-03-17"
"1220","5","22","Medium","7","-0.05","Medium","6","-1.55","Medium",0,0,1,0,"2574_2013-04-02"
"1221","8","28","High","4","-0.74","Low","2","-2.89","Low",1,1,1,0,"2578_2014-03-30"
"1222","2","17","Low","1","-1.75","Low","1","-3.21","Low",0,0,0,0,"2579_2014-03-20"
"1223","6","24","Medium","3","-1.13","Low","4","-2.2","Low",0,0,0,0,"2583_2013-09-12"
"1224","1","14","Low","7","-0.05","Medium","5","-1.86","Medium",0,0,0,0,"2584_2013-05-06"
"1225","3","19","Low","1","-1.97","Low","1","-3.46","Low",0,0,0,0,"2586_2013-12-23"
"1226","2","16","Low","9","0.54","High","9","-0.81","High",1,0,0,0,"2587_2014-03-11"
"1227","2","16","Low","3","-0.92","Low","3","-2.37","Low",0,0,0,0,"2588_2013-10-14"
"1228","3","18","Low","4","-0.92","Low","2","-2.89","Low",0,0,0,0,"2589_2013-05-22"
"1229","5","22","Medium","5","-0.67","Medium","3","-2.38","Low",0,0,0,0,"2593_2013-05-17"
"1230","1","15","Low","1","-2.37","Low","1","-3.72","Low",0,0,0,0,"2594_2013-02-10"
"1231","1","13","Low","1","-2.25","Low","1","-3.79","Low",0,0,0,0,"2595_2013-08-25"
"1232","4","21","Low","2","-1.05","Low","1","-3.39","Low",0,0,0,0,"2602_2013-10-07"
"1233","7","27","Medium","7","0.05","Medium","2","-2.62","Low",0,0,0,0,"2603_2013-08-20"
"1234","1","15","Low","6","-0.26","Medium","2","-2.63","Low",1,0,1,0,"2604_2013-04-20"
"1235","3","18","Low","1","-2.06","Low","1","-3.68","Low",0,0,0,0,"2607_2013-12-31"
"1236","2","16","Low","7","-0.07","Medium","4","-2.1","Low",0,0,0,0,"2609_2013-02-27"
"1237","1","11","Low","2","-1.5","Low","2","-2.82","Low",0,0,1,0,"2611_2013-02-01"
"1238","2","16","Low","1","-2.52","Low","1","-3.85","Low",0,0,0,0,"2613_2014-03-16"
"1239","3","19","Low","4","-0.54","Low","3","-2.25","Low",0,0,0,0,"2614_2014-01-06"
"1240","1","14","Low","1","-1.47","Low","1","-3.71","Low",0,0,0,0,"2615_2014-02-08"
"1241","1","14","Low","5","-0.35","Medium","5","-1.87","Medium",0,0,0,0,"2616_2013-01-18"
"1242","6","25","Medium","9","0.56","High","7","-1.37","Medium",1,1,1,0,"2618_2014-01-13"
"1243","3","18","Low","9","0.4","High","6","-1.65","Medium",1,1,1,0,"2620_2014-01-22"
"1244","2","16","Low","8","0.22","High","9","-0.8","High",0,0,0,0,"2622_2014-01-06"
"1245","2","17","Low","2","-1.37","Low","1","-3.41","Low",0,0,0,0,"2623_2014-03-21"
"1246","2","16","Low","2","-1.05","Low","1","-3.38","Low",1,1,1,1,"2624_2013-05-08"
"1247","6","24","Medium","2","-1.26","Low","1","-3.57","Low",0,0,0,0,"2625_2014-01-27"
"1248","3","20","Low","6","-0.13","Medium","6","-1.53","Medium",0,0,1,0,"2630_2013-01-17"
"1249","2","16","Low","1","-1.46","Low","1","-3.83","Low",0,0,0,0,"2632_2014-01-16"
"1250","9","33","High","9","0.4","High","7","-1.38","Medium",1,0,1,0,"2633_2013-11-19"
"1251","6","24","Medium","6","-0.13","Medium","4","-2.22","Low",1,1,1,1,"2634_2013-03-19"
"1252","1","14","Low","4","-0.61","Low","3","-2.32","Low",0,0,0,0,"2638_2013-09-03"
"1253","1","13","Low","2","-1.09","Low","2","-2.68","Low",0,0,0,0,"2639_2013-09-30"
"1254","2","17","Low","3","-0.76","Low","3","-2.33","Low",0,0,0,0,"2641_2013-02-19"
"1255","1","13","Low","1","-1.53","Low","1","-3.13","Low",0,0,0,0,"2643_2013-03-01"
"1256","1","15","Low","3","-0.99","Low","2","-2.76","Low",1,0,1,0,"2644_2013-12-03"
"1257","1","13","Low","1","-2.16","Low","1","-3.51","Low",0,0,0,0,"2650_2014-03-25"
"1258","4","21","Low","2","-1.34","Low","2","-2.77","Low",0,0,0,0,"2651_2013-08-02"
"1259","5","22","Medium","1","-2.44","Low","1","-3.97","Low",0,0,0,0,"2653_2014-02-27"
"1260","1","11","Low","3","-0.85","Low","6","-1.7","Medium",0,0,0,0,"2655_2013-01-10"
"1261","2","16","Low","1","-1.95","Low","1","-3.91","Low",0,0,0,0,"2656_2013-05-17"
"1262","1","15","Low","1","-1.79","Low","1","-3.47","Low",0,0,0,0,"2657_2013-03-06"
"1263","3","19","Low","3","-0.92","Low","2","-2.92","Low",0,0,0,0,"2658_2014-01-06"
"1264","2","17","Low","7","-0.11","Medium","4","-2.15","Low",0,0,0,0,"2660_2013-10-25"
"1265","9","31","High","7","-0.3","Medium","2","-2.77","Low",1,0,1,0,"2661_2013-03-22"
"1266","3","18","Low","8","0.21","High","7","-1.46","Medium",1,0,1,1,"2664_2013-11-13"
"1267","9","31","High","10","0.94","High","9","-0.83","High",0,0,0,0,"2665_2013-05-01"
"1268","1","15","Low","5","-0.38","Medium","4","-2.03","Low",0,0,0,0,"2667_2013-03-04"
"1269","4","21","Low","4","-0.89","Low","2","-2.9","Low",0,0,0,0,"2668_2013-09-16"
"1270","4","21","Low","8","0.27","High","7","-1.34","Medium",1,0,1,0,"2671_2013-03-21"
"1271","3","19","Low","9","0.47","High","6","-1.57","Medium",1,1,1,1,"2672_2013-05-02"
"1272","1","11","Low","2","-1.13","Low","4","-2.18","Low",0,0,1,1,"2673_2013-01-18"
"1273","1","15","Low","3","-0.9","Low","5","-1.74","Medium",0,0,0,0,"2678_2013-12-28"
"1274","8","27","High","2","-1.45","Low","1","-3.29","Low",1,0,0,0,"2679_2013-05-15"
"1275","3","18","Low","8","0.17","High","4","-2.22","Low",0,0,0,0,"2680_2013-05-14"
"1276","2","17","Low","3","-0.94","Low","3","-2.54","Low",0,0,0,0,"2681_2014-02-15"
"1277","2","16","Low","2","-1.28","Low","3","-2.51","Low",0,0,0,0,"2682_2014-03-29"
"1278","1","13","Low","1","-2.08","Low","1","-3.66","Low",0,0,0,0,"2683_2013-10-09"
"1279","4","21","Low","5","-0.69","Medium","6","-1.6","Medium",0,0,0,0,"2685_2013-04-25"
"1280","2","16","Low","1","-2.76","Low","1","-4.11","Low",0,0,0,0,"2687_2013-10-19"
"1281","1","14","Low","1","-1.79","Low","1","-3.16","Low",1,1,1,1,"2688_2013-02-07"
"1282","1","15","Low","2","-1.39","Low","2","-2.62","Low",0,0,0,0,"2689_2013-04-08"
"1283","3","19","Low","1","-1.7","Low","1","-3.63","Low",1,0,1,0,"2690_2013-07-18"
"1284","5","23","Medium","1","-2.45","Low","1","-3.79","Low",0,0,0,0,"2691_2013-01-31"
"1285","3","18","Low","4","-0.69","Low","1","-2.98","Low",1,0,0,0,"2696_2013-10-30"
"1286","1","13","Low","4","-0.74","Low","5","-1.86","Medium",0,0,0,0,"2700_2014-02-06"
"1287","6","24","Medium","7","0.04","Medium","9","-0.94","High",0,0,0,0,"2702_2013-01-27"
"1288","5","23","Medium","7","0","Medium","4","-2.2","Low",0,0,0,0,"2703_2014-01-22"
"1289","3","18","Low","2","-1.35","Low","2","-2.7","Low",1,0,1,0,"2704_2013-12-05"
"1290","1","13","Low","1","-1.55","Low","1","-2.99","Low",1,1,1,0,"2711_2013-03-11"
"1291","3","20","Low","2","-1.1","Low","4","-2.1","Low",0,0,0,0,"2713_2013-05-05"
"1292","6","24","Medium","6","-0.21","Medium","3","-2.3","Low",0,0,0,0,"2714_2013-12-29"
"1293","3","19","Low","3","-1.29","Low","2","-2.87","Low",1,0,1,0,"2718_2013-02-14"
"1294","1","13","Low","1","-2.03","Low","1","-3.53","Low",0,0,0,0,"2720_2013-04-01"
"1295","6","25","Medium","9","0.6","High","6","-1.63","Medium",0,0,0,0,"2722_2014-02-11"
"1296","1","13","Low","6","-0.15","Medium","5","-1.91","Medium",1,0,1,0,"2723_2013-04-12"
"1297","1","12","Low","3","-0.88","Low","4","-2.12","Low",0,0,0,0,"2728_2014-02-27"
"1298","3","20","Low","4","-0.68","Low","4","-2.17","Low",0,0,0,0,"2731_2013-08-26"
"1299","6","25","Medium","7","0.07","Medium","5","-1.91","Medium",1,1,1,0,"2732_2013-01-23"
"1300","1","12","Low","1","-2.44","Low","1","-4.16","Low",0,0,0,0,"2733_2013-10-24"
"1301","4","21","Low","8","0.26","High","7","-1.44","Medium",1,1,1,1,"2737_2014-03-06"
"1302","1","13","Low","1","-1.79","Low","1","-3.11","Low",0,0,0,0,"2738_2014-03-01"
"1303","1","12","Low","3","-0.88","Low","3","-2.42","Low",1,1,1,0,"2740_2013-04-29"
"1304","2","16","Low","7","-0.12","Medium","3","-2.32","Low",0,0,0,0,"2745_2013-04-07"
"1305","1","12","Low","1","-1.95","Low","1","-3.9","Low",1,0,1,0,"2746_2013-12-24"
"1306","2","16","Low","1","-1.58","Low","1","-3.6","Low",0,0,0,0,"2748_2013-04-19"
"1307","2","16","Low","5","-0.42","Medium","3","-2.29","Low",0,0,0,0,"2749_2013-05-11"
"1308","4","21","Low","7","0.03","Medium","4","-2.02","Low",0,0,0,0,"2750_2013-05-23"
"1309","1","15","Low","1","-2.03","Low","1","-3.62","Low",0,0,0,0,"2751_2013-12-18"
"1310","2","16","Low","5","-0.33","Medium","3","-2.34","Low",0,0,0,0,"2752_2013-08-26"
"1311","5","22","Medium","9","0.57","High","4","-2.1","Low",1,1,1,0,"2753_2013-11-09"
"1312","4","20","Low","9","0.14","High","5","-1.83","Medium",0,0,0,0,"2754_2013-11-11"
"1313","4","20","Low","5","-0.76","Medium","5","-1.84","Medium",0,0,0,0,"2756_2014-03-17"
"1314","1","13","Low","2","-1.02","Low","4","-2.13","Low",0,0,0,0,"2758_2013-09-18"
"1315","2","16","Low","7","-0.09","Medium","4","-2.06","Low",0,0,0,0,"2759_2014-02-06"
"1316","5","23","Medium","5","-0.36","Medium","4","-2.01","Low",0,0,0,0,"2760_2013-03-11"
"1317","1","13","Low","7","0.05","Medium","6","-1.54","Medium",1,1,1,0,"2762_2013-11-10"
"1318","3","20","Low","4","-0.61","Low","2","-2.6","Low",0,0,0,0,"2764_2013-12-22"
"1319","2","16","Low","2","-1.37","Low","2","-2.59","Low",0,0,0,0,"2765_2013-08-01"
"1320","2","17","Low","8","0.21","High","7","-1.44","Medium",1,1,1,0,"2766_2013-03-06"
"1321","6","25","Medium","2","-1.18","Low","1","-3.41","Low",0,0,0,0,"2768_2014-02-28"
"1322","1","15","Low","4","-0.91","Low","5","-1.91","Medium",0,0,0,0,"2770_2013-02-01"
"1323","2","16","Low","1","-1.56","Low","1","-3.32","Low",1,0,0,0,"2771_2013-04-22"
"1324","1","15","Low","8","0.17","High","8","-1.05","High",1,0,1,0,"2772_2013-02-03"
"1325","3","18","Low","7","0.08","Medium","4","-2.09","Low",1,1,1,0,"2775_2013-04-14"
"1326","5","22","Medium","6","-0.18","Medium","2","-2.76","Low",0,0,0,0,"2776_2013-01-12"
"1327","3","18","Low","3","-0.9","Low","3","-2.34","Low",0,0,0,0,"2777_2013-04-01"
"1328","1","11","Low","1","-2.55","Low","1","-4.14","Low",0,0,0,0,"2780_2013-12-10"
"1329","1","14","Low","4","-0.59","Low","5","-1.75","Medium",0,0,1,0,"2786_2013-05-27"
"1330","2","17","Low","5","-0.67","Medium","2","-2.86","Low",1,1,1,0,"2787_2013-11-08"
"1331","1","14","Low","1","-2.73","Low","1","-3.68","Low",0,0,0,0,"2788_2013-12-25"
"1332","1","11","Low","4","-0.64","Low","6","-1.56","Medium",1,1,1,1,"2789_2013-04-14"
"1333","2","16","Low","4","-0.69","Low","1","-3.55","Low",0,0,0,0,"2790_2013-11-13"
"1334","6","24","Medium","10","0.92","High","10","-0.12","High",0,0,0,0,"2792_2013-09-05"
"1335","7","26","Medium","10","0.95","High","9","-0.98","High",1,0,0,0,"2793_2013-02-03"
"1336","5","22","Medium","4","-0.54","Low","6","-1.7","Medium",1,0,1,0,"2794_2013-10-14"
"1337","1","13","Low","2","-1.3","Low","2","-2.59","Low",1,0,1,0,"2797_2013-12-30"
"1338","5","23","Medium","7","-0.11","Medium","4","-2.1","Low",0,0,0,0,"2800_2013-04-15"
"1339","2","16","Low","5","-0.33","Medium","2","-2.61","Low",0,0,0,0,"2801_2014-03-07"
"1340","1","14","Low","1","-2.13","Low","1","-3.55","Low",0,0,0,0,"2802_2014-02-13"
"1341","2","17","Low","4","-0.68","Low","2","-2.83","Low",1,1,1,0,"2804_2014-02-26"
"1342","10","38","High","10","1.39","High","8","-1.23","High",1,1,1,1,"2807_2013-03-27"
"1343","1","11","Low","3","-0.9","Low","4","-2.04","Low",0,0,0,0,"2809_2013-01-10"
"1344","5","23","Medium","10","0.92","High","9","-0.98","High",1,0,1,0,"2819_2013-03-02"
"1345","3","18","Low","1","-2.9","Low","1","-4.47","Low",0,0,0,0,"2820_2013-04-07"
"1346","6","23","Medium","4","-0.91","Low","1","-3.05","Low",0,0,0,0,"2821_2013-11-14"
"1347","1","12","Low","3","-0.81","Low","4","-2.14","Low",1,0,1,0,"2825_2013-02-22"
"1348","1","15","Low","3","-0.95","Low","3","-2.51","Low",0,0,0,0,"2829_2013-10-06"
"1349","1","13","Low","1","-1.65","Low","1","-3.6","Low",0,0,0,0,"2830_2013-02-14"
"1350","3","19","Low","1","-1.84","Low","1","-3.86","Low",0,0,0,0,"2837_2014-02-19"
"1351","2","17","Low","5","-0.41","Medium","6","-1.64","Medium",0,0,0,0,"2841_2013-05-02"
"1352","1","13","Low","3","-0.81","Low","6","-1.66","Medium",1,1,1,1,"2842_2013-04-12"
"1353","1","13","Low","1","-2.03","Low","1","-3.49","Low",0,0,0,0,"2843_2014-01-13"
"1354","4","21","Low","1","-1.64","Low","1","-3.36","Low",1,1,1,0,"2846_2013-08-19"
"1355","4","21","Low","8","0.18","High","9","-0.91","High",1,1,1,1,"2848_2013-12-15"
"1356","3","18","Low","5","-0.4","Medium","1","-2.98","Low",0,0,0,0,"2851_2014-02-02"
"1357","5","22","Medium","8","0.25","High","6","-1.64","Medium",0,0,0,0,"2852_2013-09-19"
"1358","10","34","High","9","0.6","High","9","-0.97","High",1,0,1,0,"2854_2014-03-16"
"1359","8","30","High","9","0.51","High","8","-1.08","High",0,0,0,0,"2857_2013-01-08"
"1360","6","24","Medium","8","0.12","High","2","-2.63","Low",1,0,1,0,"2859_2014-02-06"
"1361","1","11","Low","1","-1.63","Low","1","-3.13","Low",0,0,0,0,"2860_2013-12-09"
"1362","1","13","Low","2","-1.38","Low","2","-2.92","Low",0,0,0,0,"2861_2014-03-31"
"1363","6","24","Medium","6","-0.18","Medium","7","-1.33","Medium",1,0,1,0,"2862_2013-03-20"
"1364","2","16","Low","4","-0.73","Low","2","-2.7","Low",1,1,1,1,"2864_2013-10-02"
"1365","1","13","Low","4","-0.65","Low","6","-1.62","Medium",1,0,1,1,"2865_2013-08-21"
"1366","6","24","Medium","1","-1.72","Low","1","-3.69","Low",0,0,0,0,"2866_2014-04-11"
"1367","1","13","Low","2","-1.02","Low","3","-2.24","Low",0,0,0,0,"2867_2013-05-11"
"1368","3","18","Low","7","-0.08","Medium","4","-1.98","Low",0,0,0,0,"2868_2013-01-12"
"1369","5","23","Medium","1","-1.72","Low","1","-3.18","Low",0,0,0,0,"2869_2013-11-12"
"1370","1","15","Low","7","0.02","Medium","7","-1.44","Medium",1,1,1,1,"2870_2013-01-15"
"1371","3","18","Low","9","0.42","High","9","-0.81","High",1,1,1,0,"2871_2013-03-15"
"1372","8","28","High","9","0.6","High","6","-1.64","Medium",0,0,1,0,"2873_2013-11-22"
"1373","1","12","Low","2","-1.3","Low","2","-2.74","Low",1,0,1,0,"2874_2013-05-12"
"1374","6","25","Medium","9","0.47","High","6","-1.64","Medium",1,0,1,0,"2875_2014-02-04"
"1375","4","21","Low","3","-0.96","Low","1","-2.98","Low",0,0,0,0,"2879_2013-07-08"
"1376","5","22","Medium","3","-0.8","Low","2","-2.73","Low",0,0,0,0,"2880_2013-09-16"
"1377","8","29","High","8","0.29","High","9","-0.88","High",1,0,1,0,"2885_2013-10-17"
"1378","1","14","Low","1","-1.43","Low","2","-2.69","Low",0,0,0,0,"2887_2013-04-29"
"1379","3","18","Low","6","-0.2","Medium","9","-0.82","High",0,0,0,0,"2888_2013-04-29"
"1380","1","12","Low","5","-0.47","Medium","5","-1.84","Medium",1,0,1,1,"2891_2013-02-16"
"1381","3","19","Low","8","0.26","High","5","-1.76","Medium",0,0,0,0,"2893_2013-03-12"
"1382","5","23","Medium","7","0.08","Medium","4","-2.15","Low",1,0,1,0,"2897_2013-10-01"
"1383","1","13","Low","3","-1.17","Low","2","-2.62","Low",0,0,0,0,"2898_2013-06-05"
"1384","6","25","Medium","9","0.53","High","9","-0.83","High",1,0,1,0,"2901_2013-03-23"
"1385","3","19","Low","1","-1.43","Low","1","-3.26","Low",0,0,0,0,"2902_2013-10-09"
"1386","1","13","Low","6","-0.27","Medium","5","-1.83","Medium",1,1,1,0,"2907_2013-10-07"
"1387","1","14","Low","5","-0.37","Medium","6","-1.65","Medium",0,0,0,0,"2908_2013-08-27"
"1388","2","16","Low","4","-0.54","Low","1","-3.14","Low",0,0,0,0,"2910_2013-10-16"
"1389","3","18","Low","10","0.78","High","8","-1.11","High",0,0,0,0,"2913_2013-08-19"
"1390","2","16","Low","9","0.31","High","7","-1.38","Medium",0,0,0,0,"2914_2013-01-09"
"1391","5","22","Medium","4","-0.56","Low","2","-2.83","Low",1,0,1,0,"2915_2013-08-01"
"1392","3","20","Low","4","-0.65","Low","4","-2.23","Low",0,0,1,0,"2917_2013-04-15"
"1393","10","37","High","10","0.6","High","4","-2.08","Low",0,0,0,0,"2921_2013-12-15"
"1394","3","18","Low","1","-1.47","Low","1","-3.15","Low",0,0,0,0,"2923_2013-08-01"
"1395","1","11","Low","1","-2.55","Low","1","-4.16","Low",0,0,0,0,"2925_2013-11-06"
"1396","4","21","Low","3","-0.89","Low","5","-1.82","Medium",0,0,0,0,"2929_2013-05-24"
"1397","2","17","Low","10","0.72","High","8","-1.05","High",1,0,1,0,"2930_2013-01-12"
"1398","3","20","Low","2","-1.37","Low","1","-3.14","Low",0,0,0,0,"2931_2013-08-05"
"1399","1","14","Low","2","-1.17","Low","1","-3.17","Low",0,0,0,0,"2932_2014-02-06"
"1400","2","16","Low","3","-0.97","Low","4","-2.09","Low",1,0,1,0,"2934_2013-07-22"
"1401","1","13","Low","1","-2.87","Low","1","-4.46","Low",0,0,0,0,"2935_2013-07-10"
"1402","1","15","Low","4","-0.59","Low","3","-2.39","Low",0,0,0,0,"2936_2014-01-25"
"1403","1","13","Low","5","-0.48","Medium","9","-0.88","High",1,0,1,0,"2937_2013-08-26"
"1404","2","16","Low","1","-1.58","Low","2","-2.78","Low",0,0,0,0,"2938_2013-10-04"
"1405","3","19","Low","1","-2.2","Low","1","-3.7","Low",0,0,0,0,"2943_2013-07-17"
"1406","1","14","Low","3","-0.96","Low","2","-2.56","Low",0,0,0,0,"2946_2013-10-16"
"1407","3","20","Low","4","-0.54","Low","4","-2.01","Low",0,0,0,0,"2951_2013-11-28"
"1408","2","16","Low","3","-0.84","Low","5","-1.78","Medium",0,0,0,0,"2952_2013-03-07"
"1409","1","11","Low","4","-0.68","Low","7","-1.41","Medium",0,0,0,0,"2954_2013-02-06"
"1410","3","19","Low","2","-1.29","Low","3","-2.48","Low",0,0,0,0,"2955_2013-09-08"
"1411","8","29","High","5","-0.33","Medium","2","-2.61","Low",0,0,0,0,"2956_2013-11-16"
