"","Risk of Failure to Appear_decile_score","Risk of Failure to Appear_raw_score","Risk of Failure to Appear_score_text","Risk of Recidivism_decile_score","Risk of Recidivism_raw_score","Risk of Recidivism_score_text","Risk of Violence_decile_score","Risk of Violence_raw_score","Risk of Violence_score_text","recid","recid_violent","recid_proPub","recid_violent_proPub","uid"
"881","1","14","Low","1","-1.98","Low","1","-3.49","Low",0,0,0,0,"839_2014-08-25"
"882","3","18","Low","5","-0.4","Medium","5","-1.88","Medium",0,0,0,0,"840_2013-04-17"
"883","1","13","Low","2","-1.16","Low","3","-2.3","Low",0,0,0,0,"841_2013-12-13"
"884","1","14","Low","1","-2.32","Low","1","-3.69","Low",0,0,0,0,"842_2013-02-13"
"885","3","19","Low","5","-0.39","Medium","2","-2.57","Low",0,0,0,0,"843_2013-10-03"
"886","7","26","Medium","6","-0.25","Medium","3","-2.44","Low",0,0,0,0,"844_2013-05-22"
"887","1","13","Low","3","-0.98","Low","4","-2.17","Low",0,0,0,0,"845_2014-07-03"
"888","8","28","High","7","0.06","Medium","7","-1.37","Medium",0,0,0,0,"846_2014-04-25"
"889","1","14","Low","6","-0.13","Medium","4","-2.1","Low",0,0,1,0,"847_2013-01-25"
"890","1","15","Low","1","-1.93","Low","1","-3.54","Low",0,0,0,0,"848_2013-02-04"
"891","1","14","Low","3","-0.78","Low","2","-2.56","Low",1,1,1,0,"849_2013-10-30"
"892","1","12","Low","5","-0.5","Medium","6","-1.54","Medium",1,1,1,1,"850_2013-05-15"
"893","1","13","Low","1","-2.38","Low","1","-4.08","Low",0,0,0,0,"851_2014-01-31"
"894","6","24","Medium","7","0.07","Medium","7","-1.41","Medium",1,1,1,1,"852_2013-11-18"
"895","5","22","Medium","3","-0.87","Low","2","-2.91","Low",0,0,0,0,"853_2013-02-03"
"896","2","16","Low","2","-1.58","Low","2","-2.81","Low",0,0,-1,0,"854_2014-09-21"
"897","1","13","Low","1","-2.12","Low","1","-3.48","Low",0,0,0,0,"855_2013-05-27"
"898","6","25","Medium","6","-0.2","Medium","4","-2.01","Low",0,0,0,0,"856_2013-10-22"
"899","2","17","Low","8","0.26","High","9","-0.83","High",1,1,1,1,"857_2014-02-25"
"900","1","11","Low","3","-1.12","Low","3","-2.54","Low",0,0,0,0,"858_2013-11-06"
"901","1","15","Low","5","-0.4","Medium","7","-1.42","Medium",0,0,0,0,"859_2013-04-24"
"902","3","18","Low","3","-0.76","Low","6","-1.62","Medium",0,0,0,0,"860_2014-04-07"
"903","1","12","Low","4","-0.71","Low","3","-2.55","Low",1,1,1,0,"861_2014-01-23"
"904","5","22","Medium","1","-1.39","Low","1","-3.84","Low",0,0,0,0,"862_2014-12-05"
"905","5","22","Medium","4","-0.64","Low","1","-3.08","Low",0,0,0,0,"863_2013-09-15"
"906","2","17","Low","8","0.29","High","4","-2.04","Low",0,0,0,0,"864_2013-04-25"
"907","5","22","Medium","8","0","High","4","-1.98","Low",0,0,0,0,"865_2014-06-13"
"908","6","24","Medium","3","-0.76","Low","1","-3.2","Low",0,0,-1,0,"866_2013-02-16"
"909","3","19","Low","4","-0.54","Low","9","-0.91","High",1,0,1,0,"867_2013-12-22"
"910","1","11","Low","1","-2.09","Low","1","-3.53","Low",0,0,0,0,"868_2014-11-01"
"911","6","24","Medium","3","-0.82","Low","6","-1.68","Medium",0,0,0,0,"869_2013-09-07"
"912","1","14","Low","2","-1.45","Low","1","-3","Low",1,1,1,1,"870_2013-10-30"
"913","3","18","Low","1","-2.2","Low","1","-3.67","Low",0,0,0,0,"871_2013-02-06"
"914","5","22","Medium","7","0.05","Medium","5","-1.82","Medium",0,0,1,0,"872_2014-01-24"
"915","1","11","Low","1","-2.61","Low","1","-4.15","Low",0,0,-1,0,"873_2013-11-03"
"916","1","15","Low","6","-0.17","Medium","6","-1.65","Medium",0,0,0,0,"874_2013-03-06"
"917","1","11","Low","3","-1.12","Low","3","-2.32","Low",0,0,0,0,"875_2013-05-28"
"918","1","11","Low","1","-1.92","Low","1","-3.32","Low",0,0,0,0,"876_2014-09-29"
"919","2","17","Low","7","-0.1","Medium","8","-1.05","High",0,0,0,0,"877_2013-12-11"
"920","2","17","Low","4","-0.73","Low","2","-2.88","Low",0,0,-1,0,"878_2014-02-28"
"921","1","14","Low","4","-0.54","Low","6","-1.66","Medium",0,0,0,0,"879_2013-05-17"
"922","3","20","Low","1","-2.45","Low","1","-4.09","Low",0,0,0,0,"880_2013-08-13"
"923","4","21","Low","1","-2.41","Low","1","-3.93","Low",1,0,1,0,"881_2014-01-21"
"924","5","23","Medium","1","-1.66","Low","1","-3.82","Low",1,0,1,0,"882_2014-12-15"
"925","5","22","Medium","6","-0.13","Medium","8","-1.07","High",1,0,1,0,"883_2014-04-01"
"926","3","20","Low","1","-2.08","Low","1","-4.01","Low",1,0,1,0,"884_2013-08-14"
"927","5","22","Medium","6","-0.28","Medium","3","-2.25","Low",0,0,-1,0,"885_2014-11-12"
"928","1","13","Low","1","-1.95","Low","1","-3.54","Low",0,0,0,0,"886_2013-08-21"
"929","3","18","Low","6","-0.21","Medium","6","-1.66","Medium",1,1,1,1,"887_2013-03-04"
"930","6","24","Medium","7","0.08","Medium","6","-1.68","Medium",0,0,NA,NA,"887_2014-07-20"
"931","7","27","Medium","8","0.13","High","6","-1.64","Medium",0,0,NA,NA,"887_2014-08-14"
"932","1","11","Low","3","-1.27","Low","4","-2.16","Low",0,0,0,0,"888_2014-01-22"
"933","4","21","Low","4","-0.52","Low","6","-1.59","Medium",0,0,0,0,"889_2013-03-24"
"934","3","20","Low","6","-0.14","Medium","5","-1.94","Medium",1,0,1,0,"890_2013-12-07"
"935","2","16","Low","10","0.93","High","5","-1.85","Medium",1,0,1,0,"891_2014-11-28"
"936","8","30","High","7","-0.02","Medium","5","-1.93","Medium",0,0,0,0,"892_2014-01-10"
"937","5","23","Medium","1","-1.49","Low","2","-2.92","Low",0,0,0,0,"893_2013-02-25"
"938","5","22","Medium","1","-1.64","Low","1","-3.53","Low",0,0,0,0,"894_2014-09-25"
"939","2","16","Low","2","-1.04","Low","2","-2.65","Low",0,0,0,0,"895_2013-05-01"
"940","9","31","High","7","-0.14","Medium","3","-2.46","Low",0,0,0,0,"896_2014-10-18"
"941","1","14","Low","7","-0.04","Medium","8","-1.04","High",1,1,1,0,"897_2013-02-26"
"942","7","26","Medium","8","0.21","High","7","-1.32","Medium",0,0,1,0,"898_2013-03-07"
"943","1","13","Low","3","-0.96","Low","4","-2.12","Low",0,0,1,1,"899_2013-03-17"
"944","1","14","Low","7","-0.22","Medium","5","-1.76","Medium",0,0,0,0,"900_2013-11-04"
"945","1","12","Low","2","-1.18","Low","3","-2.44","Low",0,0,0,0,"901_2013-01-13"
"946","1","13","Low","4","-0.59","Low","6","-1.52","Medium",0,0,-1,0,"903_2014-09-08"
"947","1","12","Low","2","-1.05","Low","5","-1.81","Medium",1,1,1,0,"904_2014-05-24"
"948","1","13","Low","1","-1.43","Low","1","-3.01","Low",0,0,0,0,"905_2013-07-23"
"949","1","15","Low","5","-0.67","Medium","5","-1.93","Medium",0,0,0,0,"906_2013-09-22"
"950","1","13","Low","7","-0.08","Medium","6","-1.68","Medium",0,0,0,0,"907_2014-06-06"
"951","1","11","Low","2","-1.31","Low","3","-2.48","Low",0,0,0,0,"908_2014-10-15"
"952","1","11","Low","3","-0.84","Low","6","-1.59","Medium",0,0,0,0,"909_2014-01-29"
"953","5","23","Medium","4","-0.6","Low","4","-2.22","Low",0,0,0,0,"910_2014-07-24"
"954","1","12","Low","1","-2.27","Low","1","-3.93","Low",0,0,0,0,"911_2014-09-08"
"955","1","13","Low","1","-1.48","Low","2","-2.64","Low",0,0,0,0,"912_2014-08-26"
"956","6","24","Medium","8","0.19","High","3","-2.52","Low",1,0,1,0,"913_2013-07-12"
"957","1","15","Low","7","0.06","Medium","8","-1.12","High",1,1,1,1,"914_2014-12-02"
"958","4","21","Low","5","-0.39","Medium","2","-2.75","Low",1,0,1,0,"915_2013-10-08"
"959","1","15","Low","2","-1.34","Low","1","-3","Low",0,0,0,0,"916_2013-01-18"
"960","5","22","Medium","10","0.87","High","8","-1.11","High",1,1,1,1,"917_2014-12-10"
"961","1","11","Low","1","-1.72","Low","1","-3.24","Low",0,0,0,0,"918_2013-04-16"
"962","6","25","Medium","10","0.69","High","9","-0.81","High",1,1,1,0,"919_2014-12-11"
"963","1","14","Low","1","-2","Low","1","-3.56","Low",0,0,0,0,"920_2014-05-09"
"964","2","17","Low","7","-0.09","Medium","4","-2.06","Low",0,0,0,0,"921_2013-03-04"
"965","10","34","High","6","-0.17","Medium","4","-2.16","Low",1,1,1,1,"922_2014-05-15"
"966","4","21","Low","1","-1.82","Low","1","-3.63","Low",0,0,0,0,"923_2013-11-06"
"967","1","11","Low","1","-2.61","Low","1","-4.28","Low",0,0,0,0,"924_2013-10-09"
"968","2","17","Low","1","-1.73","Low","1","-3.46","Low",0,0,0,0,"925_2013-04-18"
"969","5","23","Medium","7","0.06","Medium","7","-1.48","Medium",1,0,1,0,"926_2014-08-25"
"970","1","15","Low","1","-1.39","Low","1","-3.26","Low",0,0,0,0,"927_2013-09-06"
"971","1","13","Low","1","-1.72","Low","1","-3.23","Low",0,0,0,0,"928_2014-11-27"
"972","1","13","Low","4","-0.64","Low","5","-1.95","Medium",1,0,0,0,"929_2014-09-17"
"973","2","16","Low","8","0.2","High","6","-1.56","Medium",1,0,1,0,"930_2014-07-26"
"974","5","22","Medium","4","-0.54","Low","1","-3.07","Low",0,0,0,0,"931_2014-04-10"
"975","5","22","Medium","1","-1.71","Low","1","-3.3","Low",0,0,0,0,"932_2013-09-16"
"976","6","24","Medium","9","0.39","High","3","-2.32","Low",0,0,0,0,"933_2014-03-25"
"977","5","22","Medium","5","-0.32","Medium","4","-2.13","Low",1,1,1,1,"934_2013-04-09"
"978","3","19","Low","1","-2.13","Low","1","-3.94","Low",0,0,0,0,"935_2013-12-01"
"979","1","12","Low","1","-1.59","Low","1","-3","Low",0,0,0,0,"936_2014-07-02"
"980","3","20","Low","5","-0.32","Medium","3","-2.49","Low",1,1,1,1,"937_2013-12-25"
"981","1","11","Low","1","-2.77","Low","1","-4.32","Low",1,0,0,0,"938_2014-07-20"
"982","1","15","Low","1","-1.92","Low","1","-3.32","Low",0,0,0,0,"939_2014-11-28"
"983","2","17","Low","4","-0.88","Low","5","-1.93","Medium",0,0,0,0,"940_2014-11-24"
"984","1","13","Low","1","-1.66","Low","1","-3.17","Low",0,0,-1,0,"941_2013-11-07"
"985","1","13","Low","3","-1.11","Low","3","-2.5","Low",0,0,0,0,"942_2014-04-13"
"986","4","21","Low","2","-1.05","Low","2","-2.78","Low",1,0,1,0,"943_2013-10-23"
"987","4","21","Low","2","-1.05","Low","2","-2.78","Low",1,0,NA,NA,"943_2014-01-02"
"988","2","17","Low","3","-0.82","Low","2","-2.7","Low",0,0,0,0,"944_2014-01-03"
"989","5","25","Medium","8","0.23","High","8","-1.25","High",0,0,0,0,"945_2013-10-18"
"990","3","19","Low","3","-0.96","Low","1","-3.18","Low",1,0,1,0,"946_2013-04-27"
"991","5","22","Medium","2","-1.04","Low","1","-3.32","Low",1,0,NA,NA,"946_2014-03-24"
"992","3","19","Low","10","0.88","High","9","-0.7","High",0,0,0,0,"947_2013-02-24"
"993","4","20","Low","5","-0.67","Medium","6","-1.71","Medium",0,0,0,0,"948_2013-01-20"
"994","4","21","Low","10","0.52","High","7","-1.36","Medium",1,0,1,0,"949_2014-10-25"
"995","1","15","Low","10","0.83","High","8","-1","High",0,0,0,0,"950_2013-05-24"
"996","3","18","Low","1","-1.7","Low","1","-3.06","Low",0,0,0,0,"951_2013-10-01"
"997","3","19","Low","4","-0.62","Low","3","-2.42","Low",0,0,-1,0,"952_2014-04-07"
"998","1","12","Low","1","-1.59","Low","1","-3.02","Low",0,0,0,0,"953_2014-03-10"
"999","1","12","Low","6","-0.29","Medium","6","-1.6","Medium",1,0,0,0,"954_2013-03-31"
"1000","1","13","Low","8","0.11","High","6","-1.52","Medium",1,0,NA,NA,"954_2013-12-01"
"1001","7","27","Medium","6","-0.28","Medium","3","-2.32","Low",1,0,1,0,"955_2013-04-08"
"1002","6","24","Medium","10","0.69","High","9","-0.86","High",1,1,1,1,"956_2013-10-09"
"1003","4","23","Low","9","0.61","High","8","-1.01","High",1,1,NA,NA,"956_2014-05-21"
"1004","1","13","Low","2","-1.02","Low","2","-2.6","Low",0,0,0,0,"957_2014-07-27"
"1005","1","13","Low","2","-1.38","Low","2","-2.91","Low",0,0,0,0,"958_2013-02-08"
"1006","1","14","Low","9","0.31","High","6","-1.5","Medium",1,1,1,0,"959_2014-10-07"
"1007","4","21","Low","7","-0.1","Medium","4","-2.01","Low",1,0,1,0,"960_2013-03-22"
"1008","2","16","Low","3","-1.29","Low","3","-2.28","Low",0,0,0,0,"961_2014-11-05"
"1009","5","23","Medium","9","0.36","High","7","-1.34","Medium",0,0,0,0,"962_2013-08-24"
"1010","1","14","Low","5","-0.35","Medium","3","-2.25","Low",0,0,0,0,"963_2013-12-25"
"1011","1","12","Low","5","-0.41","Medium","5","-1.83","Medium",1,0,1,0,"964_2013-04-25"
"1012","1","14","Low","7","0","Medium","7","-1.31","Medium",0,0,NA,NA,"964_2013-08-20"
"1013","1","12","Low","1","-1.75","Low","1","-3.25","Low",0,0,0,0,"965_2014-02-06"
"1014","6","24","Medium","4","-0.62","Low","1","-3.54","Low",0,0,0,0,"966_2014-12-19"
"1015","3","19","Low","9","0.57","High","6","-1.73","Medium",1,1,1,0,"967_2013-04-09"
"1016","3","19","Low","10","0.8","High","6","-1.73","Medium",1,1,NA,NA,"967_2013-08-02"
"1017","1","15","Low","3","-1.28","Low","2","-2.66","Low",1,0,1,0,"968_2014-09-14"
"1018","7","26","Medium","9","0.58","High","7","-1.48","Medium",0,0,0,0,"969_2013-02-06"
"1019","3","18","Low","6","-0.3","Medium","1","-3.15","Low",0,0,0,0,"970_2014-03-18"
"1020","2","17","Low","2","-1.31","Low","1","-3.09","Low",1,1,1,1,"971_2014-09-10"
"1021","3","19","Low","1","-1.74","Low","3","-2.24","Low",0,0,0,0,"972_2014-10-08"
"1022","7","25","Medium","4","-0.94","Low","1","-3.58","Low",1,0,1,0,"973_2014-05-22"
"1023","5","22","Medium","2","-1.01","Low","3","-2.26","Low",0,0,0,0,"974_2014-12-23"
"1024","1","13","Low","3","-0.84","Low","5","-1.78","Medium",0,0,0,0,"975_2014-02-27"
"1025","1","13","Low","5","-0.33","Medium","8","-1.09","High",0,0,0,0,"976_2014-08-08"
"1026","3","19","Low","8","0.04","High","6","-1.73","Medium",0,0,0,0,"977_2013-12-05"
"1027","1","14","Low","2","-1.1","Low","2","-2.82","Low",1,0,0,0,"978_2013-01-15"
"1028","3","19","Low","10","0.7","High","9","-0.79","High",1,0,1,0,"979_2014-07-08"
"1029","5","24","Medium","10","0.76","High","9","-0.83","High",1,0,NA,NA,"979_2014-10-02"
"1030","3","19","Low","9","0.3","High","6","-1.55","Medium",0,0,-1,0,"980_2013-08-27"
"1031","3","19","Low","1","-1.98","Low","1","-3.63","Low",0,0,0,0,"981_2014-05-05"
"1032","5","22","Medium","3","-0.75","Low","1","-2.95","Low",0,0,0,0,"982_2014-08-30"
"1033","3","20","Low","4","-0.57","Low","6","-1.7","Medium",1,1,1,1,"983_2013-12-10"
"1034","4","21","Low","6","-0.28","Medium","6","-1.7","Medium",1,0,NA,NA,"983_2014-02-19"
"1035","1","15","Low","1","-2.2","Low","1","-3.71","Low",0,0,-1,0,"984_2014-12-30"
"1036","4","21","Low","2","-1.26","Low","2","-2.67","Low",0,0,0,0,"985_2014-05-21"
"1037","6","25","Medium","4","-0.58","Low","2","-2.64","Low",1,0,1,0,"986_2014-08-05"
"1038","3","18","Low","8","0.19","High","3","-2.29","Low",1,0,1,0,"987_2014-02-22"
"1039","2","17","Low","6","-0.39","Medium","2","-2.59","Low",0,0,0,0,"988_2013-04-14"
"1040","2","16","Low","1","-2","Low","1","-3.93","Low",0,0,0,0,"989_2014-07-22"
"1041","9","32","High","6","-0.4","Medium","4","-2.19","Low",0,0,0,0,"990_2014-01-09"
"1042","3","18","Low","7","-0.09","Medium","9","-0.98","High",0,0,0,0,"991_2013-03-07"
"1043","6","24","Medium","6","-0.58","Medium","3","-2.54","Low",0,0,0,0,"992_2014-09-25"
"1044","6","25","Medium","2","-1.07","Low","1","-3.3","Low",1,0,1,0,"993_2013-07-19"
"1045","1","13","Low","2","-1.14","Low","3","-2.36","Low",0,0,0,0,"994_2014-06-24"
"1046","6","24","Medium","8","0.13","High","8","-1.16","High",1,0,1,0,"995_2013-11-23"
"1047","1","13","Low","4","-0.64","Low","6","-1.64","Medium",1,0,1,0,"996_2014-02-03"
"1048","2","16","Low","2","-1.43","Low","2","-2.72","Low",1,0,1,0,"997_2014-05-13"
"1049","3","19","Low","7","-0.05","Medium","3","-2.28","Low",1,1,1,1,"998_2013-09-05"
"1050","3","19","Low","1","-1.75","Low","1","-3.28","Low",1,1,1,1,"999_2014-07-10"
"1051","7","27","Medium","10","0.78","High","10","-0.4","High",1,0,1,0,"1000_2014-11-05"
"1052","5","22","Medium","9","0.42","High","5","-1.74","Medium",0,0,0,0,"1001_2014-02-03"
"1053","1","14","Low","7","0.08","Medium","7","-1.41","Medium",0,0,0,0,"1002_2013-10-01"
"1054","3","19","Low","9","0.55","High","3","-2.33","Low",1,1,1,1,"1003_2014-09-04"
"1055","1","12","Low","6","-0.26","Medium","4","-2.06","Low",1,0,1,0,"1004_2013-10-29"
"1056","6","24","Medium","2","-1.31","Low","1","-3.09","Low",1,1,1,1,"1005_2014-04-11"
"1057","5","22","Medium","4","-0.68","Low","3","-2.54","Low",0,0,0,0,"1006_2014-01-19"
"1058","8","28","High","3","-1.28","Low","2","-2.86","Low",0,0,0,0,"1007_2013-08-05"
"1059","1","11","Low","1","-2.59","Low","1","-4.14","Low",0,0,0,0,"1008_2013-06-17"
"1060","2","16","Low","1","-2.18","Low","1","-3.79","Low",0,0,0,0,"1009_2013-11-05"
"1061","3","19","Low","5","-0.48","Medium","1","-3.27","Low",0,0,0,0,"1010_2014-06-21"
"1062","1","13","Low","2","-1.19","Low","3","-2.36","Low",0,0,0,0,"1011_2014-04-06"
"1063","1","13","Low","1","-2.4","Low","1","-4.06","Low",0,0,0,0,"1012_2014-11-08"
"1064","2","16","Low","1","-2.35","Low","1","-3.77","Low",0,0,0,0,"1013_2014-08-26"
"1065","5","23","Medium","5","-0.38","Medium","7","-1.46","Medium",0,0,0,0,"1014_2013-12-12"
"1066","5","22","Medium","4","-0.72","Low","2","-2.8","Low",0,0,0,0,"1015_2014-01-22"
"1067","6","24","Medium","9","0.46","High","8","-1.19","High",1,1,1,1,"1016_2013-04-15"
"1068","8","28","High","9","0.59","High","8","-1.04","High",1,0,NA,NA,"1016_2013-05-11"
"1069","3","18","Low","5","-0.49","Medium","2","-2.63","Low",0,0,0,0,"1017_2014-01-21"
"1070","3","18","Low","7","0","Medium","6","-1.62","Medium",0,0,0,0,"1018_2013-04-10"
"1071","3","19","Low","4","-0.91","Low","3","-2.27","Low",0,0,0,0,"1019_2014-04-30"
"1072","1","13","Low","1","-2.35","Low","1","-3.96","Low",0,0,0,0,"1020_2014-02-02"
"1073","2","16","Low","5","-0.35","Medium","2","-2.71","Low",0,0,0,0,"1021_2014-09-17"
"1074","2","16","Low","1","-1.75","Low","1","-3.13","Low",0,0,0,0,"1022_2014-01-31"
"1075","1","13","Low","3","-1.26","Low","1","-3.92","Low",0,0,0,0,"1023_2014-02-28"
"1076","1","14","Low","2","-1.33","Low","2","-2.69","Low",0,0,0,0,"1024_2013-09-27"
"1077","2","16","Low","7","-0.05","Medium","2","-2.74","Low",1,1,1,1,"1025_2013-10-14"
"1078","9","31","High","9","0.31","High","6","-1.64","Medium",1,0,1,0,"1026_2014-10-02"
"1079","1","15","Low","9","0.59","High","8","-1.01","High",0,0,0,0,"1027_2013-04-04"
"1080","3","18","Low","5","-0.48","Medium","3","-2.45","Low",0,0,0,0,"1028_2014-06-11"
"1081","3","19","Low","3","-0.98","Low","1","-3.03","Low",0,0,0,0,"1029_2014-10-24"
"1082","1","11","Low","2","-1.39","Low","2","-2.7","Low",0,0,0,0,"1030_2013-04-26"
"1083","4","21","Low","9","0.22","High","3","-2.31","Low",1,1,1,0,"1031_2014-08-14"
"1084","4","21","Low","9","0.38","High","4","-2.13","Low",1,0,1,0,"1032_2013-09-23"
"1085","6","23","Medium","3","-1.06","Low","1","-3.34","Low",0,0,0,0,"1033_2014-12-27"
"1086","3","18","Low","10","0.66","High","9","-0.74","High",1,1,1,1,"1034_2013-01-14"
"1087","1","11","Low","1","-2.59","Low","1","-4.39","Low",0,0,0,0,"1035_2014-05-07"
"1088","2","16","Low","4","-0.63","Low","3","-2.27","Low",0,0,0,0,"1036_2013-04-27"
"1089","1","12","Low","6","-0.27","Medium","6","-1.68","Medium",1,1,1,1,"1037_2013-05-24"
"1090","1","12","Low","1","-1.94","Low","1","-3.54","Low",1,1,1,0,"1038_2014-07-28"
"1091","3","20","Low","9","0.44","High","4","-1.98","Low",1,0,1,0,"1039_2013-12-06"
"1092","1","12","Low","1","-1.9","Low","1","-3.33","Low",0,0,0,0,"1040_2014-12-13"
"1093","1","11","Low","2","-1.64","Low","1","-3.13","Low",0,0,0,0,"1041_2013-11-15"
"1094","1","15","Low","3","-0.78","Low","1","-2.99","Low",0,0,-1,0,"1042_2013-10-24"
"1095","8","28","High","7","-0.11","Medium","4","-2.11","Low",0,0,0,0,"1043_2013-08-22"
"1096","2","16","Low","5","-0.36","Medium","2","-2.84","Low",0,0,0,0,"1044_2013-09-25"
"1097","7","26","Medium","8","0.28","High","9","-0.77","High",0,0,0,0,"1045_2014-07-14"
"1098","4","21","Low","5","-0.36","Medium","5","-1.97","Medium",0,0,0,0,"1046_2013-09-04"
"1099","4","21","Low","2","-1.23","Low","1","-3.16","Low",0,0,0,0,"1047_2014-11-22"
"1100","4","21","Low","8","0.1","High","5","-1.81","Medium",1,0,1,0,"1048_2013-10-09"
"1101","7","27","Medium","1","-1.6","Low","1","-3.64","Low",0,0,0,0,"1049_2013-05-03"
"1102","1","14","Low","2","-1.06","Low","1","-3","Low",0,0,0,0,"1050_2014-10-19"
"1103","1","13","Low","2","-1.3","Low","1","-2.96","Low",1,0,1,0,"1051_2013-03-18"
"1104","1","14","Low","4","-0.87","Low","4","-2","Low",0,0,0,0,"1052_2014-05-14"
"1105","6","23","Medium","5","-0.68","Medium","4","-2.14","Low",0,0,0,0,"1053_2014-12-04"
"1106","7","27","Medium","10","0.86","High","9","-0.76","High",0,0,0,0,"1054_2014-01-14"
"1107","6","24","Medium","8","0.14","High","6","-1.61","Medium",1,1,1,1,"1055_2013-08-19"
"1108","2","17","Low","5","-0.47","Medium","1","-3","Low",1,1,1,0,"1056_2014-12-16"
"1109","2","16","Low","7","0.07","Medium","2","-2.92","Low",1,0,1,0,"1057_2014-04-30"
"1110","1","13","Low","4","-0.61","Low","2","-2.58","Low",0,0,0,0,"1058_2013-05-05"
"1111","2","16","Low","6","-0.13","Medium","4","-1.98","Low",0,0,0,0,"1059_2013-09-21"
"1112","3","18","Low","1","-1.56","Low","1","-3.45","Low",0,0,0,0,"1060_2013-12-19"
"1113","1","13","Low","1","-2.19","Low","1","-3.71","Low",0,0,0,0,"1061_2013-02-27"
"1114","6","24","Medium","3","-0.8","Low","5","-1.95","Medium",0,0,0,0,"1062_2013-03-24"
"1115","3","19","Low","6","-0.22","Medium","4","-2.16","Low",1,1,1,0,"1063_2014-02-25"
"1116","2","17","Low","1","-2.33","Low","1","-3.77","Low",0,0,0,0,"1064_2014-09-21"
"1117","5","22","Medium","8","0.1","High","7","-1.32","Medium",1,1,1,1,"1065_2013-08-22"
"1118","1","14","Low","2","-1.08","Low","1","-3.25","Low",0,0,0,0,"1066_2013-02-12"
"1119","1","12","Low","2","-1.04","Low","2","-2.86","Low",0,0,-1,0,"1067_2014-04-12"
"1120","9","29","High","3","-1.2","Low","1","-2.97","Low",1,1,1,0,"1068_2013-01-03"
"1121","1","14","Low","1","-2.71","Low","1","-4.01","Low",0,0,0,0,"1069_2014-03-21"
"1122","3","18","Low","6","-0.14","Medium","6","-1.52","Medium",0,0,0,0,"1070_2013-05-23"
"1123","3","18","Low","6","-0.14","Medium","6","-1.52","Medium",0,0,NA,NA,"1070_2013-05-30"
"1124","3","18","Low","6","-0.23","Medium","6","-1.68","Medium",0,0,NA,NA,"1070_2014-12-05"
"1125","2","16","Low","1","-1.91","Low","1","-3.35","Low",0,0,0,0,"1071_2014-07-30"
"1126","2","16","Low","1","-1.54","Low","3","-2.54","Low",0,0,0,0,"1072_2014-02-02"
"1127","1","13","Low","4","-0.74","Low","5","-1.86","Medium",0,0,0,0,"1073_2014-02-10"
"1128","2","16","Low","8","0.18","High","8","-1.09","High",0,0,0,0,"1074_2014-03-15"
"1129","7","27","Medium","6","-0.19","Medium","2","-2.93","Low",0,0,0,0,"1075_2013-12-29"
"1130","9","30","High","8","-0.09","High","1","-3.07","Low",0,0,0,0,"1076_2013-02-12"
"1131","1","13","Low","5","-0.39","Medium","4","-1.99","Low",1,1,1,0,"1077_2013-02-05"
"1132","2","17","Low","1","-1.81","Low","1","-3.92","Low",0,0,0,0,"1078_2014-08-12"
"1133","5","23","Medium","1","-1.48","Low","2","-2.85","Low",1,1,1,1,"1079_2013-07-09"
"1134","3","20","Low","2","-1.16","Low","1","-2.96","Low",0,0,0,0,"1080_2013-08-07"
"1135","1","14","Low","1","-1.64","Low","1","-3.11","Low",0,0,0,0,"1081_2013-04-10"
"1136","8","29","High","8","0.17","High","6","-1.59","Medium",1,0,1,0,"1082_2013-09-29"
"1137","8","29","High","7","0.01","Medium","6","-1.66","Medium",0,0,NA,NA,"1082_2014-06-11"
"1138","6","23","Medium","9","0.34","High","3","-2.42","Low",0,0,0,0,"1083_2014-12-28"
"1139","3","19","Low","1","-1.88","Low","1","-3.57","Low",0,0,0,0,"1084_2013-04-29"
"1140","1","11","Low","1","-2.21","Low","1","-3.7","Low",0,0,0,0,"1085_2014-09-29"
"1141","1","14","Low","5","-0.45","Medium","7","-1.31","Medium",0,0,0,0,"1086_2014-02-28"
"1142","1","11","Low","2","-1.14","Low","3","-2.36","Low",1,1,1,1,"1087_2014-02-13"
"1143","1","14","Low","1","-1.78","Low","1","-3.5","Low",0,0,0,0,"1088_2013-01-10"
"1144","1","13","Low","1","-1.63","Low","1","-3.17","Low",1,0,1,0,"1089_2013-10-29"
"1145","3","18","Low","3","-1.26","Low","1","-3.33","Low",0,0,0,0,"1090_2014-05-02"
"1146","3","19","Low","8","0.28","High","8","-1.11","High",0,0,0,0,"1091_2013-02-12"
"1147","9","31","High","10","0.76","High","5","-1.77","Medium",0,0,0,0,"1092_2013-08-08"
"1148","1","11","Low","2","-1.11","Low","5","-1.77","Medium",0,0,0,0,"1093_2013-01-14"
"1149","1","15","Low","2","-1.13","Low","3","-2.39","Low",1,1,1,1,"1094_2014-12-13"
"1150","3","20","Low","9","0.46","High","4","-2.15","Low",0,0,0,0,"1095_2014-08-11"
"1151","2","16","Low","1","-2.7","Low","1","-4.32","Low",0,0,0,0,"1096_2013-01-08"
"1152","6","25","Medium","2","-1.11","Low","2","-2.86","Low",0,0,0,0,"1097_2014-02-20"
"1153","1","12","Low","1","-2.15","Low","1","-3.48","Low",0,0,0,0,"1098_2014-05-26"
"1154","1","11","Low","3","-0.92","Low","6","-1.61","Medium",0,0,0,0,"1099_2013-03-02"
"1155","6","24","Medium","10","1.04","High","8","-1.09","High",0,0,0,0,"1100_2014-06-17"
