"","Risk of Failure to Appear_decile_score","Risk of Failure to Appear_raw_score","Risk of Failure to Appear_score_text","Risk of Recidivism_decile_score","Risk of Recidivism_raw_score","Risk of Recidivism_score_text","Risk of Violence_decile_score","Risk of Violence_raw_score","Risk of Violence_score_text","recid","recid_violent","recid_proPub","recid_violent_proPub","uid"
"1902","1","13","Low","1","-2.25","Low","1","-3.79","Low",0,0,0,0,"2595_2013-08-25"
"1903","1","15","Low","10","1.06","High","8","-1.04","High",0,0,0,0,"2596_2014-04-02"
"1904","2","16","Low","4","-0.56","Low","2","-2.64","Low",0,0,0,0,"2597_2014-05-30"
"1905","4","21","Low","2","-1.05","Low","1","-3.39","Low",0,0,0,0,"2602_2013-10-07"
"1906","7","27","Medium","7","0.05","Medium","2","-2.62","Low",0,0,0,0,"2603_2013-08-20"
"1907","1","15","Low","6","-0.26","Medium","2","-2.63","Low",1,0,1,0,"2604_2013-04-20"
"1908","3","18","Low","1","-2.06","Low","1","-3.68","Low",0,0,0,0,"2607_2013-12-31"
"1909","2","17","Low","3","-0.84","Low","3","-2.29","Low",1,0,1,0,"2608_2014-11-17"
"1910","2","16","Low","7","-0.07","Medium","4","-2.1","Low",0,0,0,0,"2609_2013-02-27"
"1911","1","11","Low","2","-1.5","Low","2","-2.82","Low",0,0,1,0,"2611_2013-02-01"
"1912","2","16","Low","1","-2.52","Low","1","-3.85","Low",0,0,0,0,"2613_2014-03-16"
"1913","3","19","Low","4","-0.54","Low","3","-2.25","Low",0,0,0,0,"2614_2014-01-06"
"1914","1","14","Low","1","-1.47","Low","1","-3.71","Low",0,0,0,0,"2615_2014-02-08"
"1915","1","14","Low","5","-0.35","Medium","5","-1.87","Medium",0,0,0,0,"2616_2013-01-18"
"1916","6","25","Medium","9","0.56","High","7","-1.37","Medium",1,1,1,0,"2618_2014-01-13"
"1917","3","18","Low","9","0.4","High","6","-1.65","Medium",1,1,1,0,"2620_2014-01-22"
"1918","5","22","Medium","7","-0.06","Medium","2","-2.69","Low",1,1,1,1,"2621_2014-11-14"
"1919","2","16","Low","8","0.22","High","9","-0.8","High",0,0,0,0,"2622_2014-01-06"
"1920","2","17","Low","2","-1.37","Low","1","-3.41","Low",0,0,0,0,"2623_2014-03-21"
"1921","2","16","Low","2","-1.05","Low","1","-3.38","Low",1,1,1,1,"2624_2013-05-08"
"1922","6","24","Medium","2","-1.26","Low","1","-3.57","Low",0,0,0,0,"2625_2014-01-27"
"1923","1","13","Low","4","-0.98","Low","4","-2.06","Low",0,0,0,0,"2626_2014-11-02"
"1924","6","24","Medium","7","-0.22","Medium","4","-2","Low",0,0,0,0,"2628_2014-07-02"
"1925","3","20","Low","6","-0.13","Medium","6","-1.53","Medium",0,0,1,0,"2630_2013-01-17"
"1926","2","16","Low","1","-1.46","Low","1","-3.83","Low",0,0,0,0,"2632_2014-01-16"
"1927","9","33","High","9","0.4","High","7","-1.38","Medium",1,0,1,0,"2633_2013-11-19"
"1928","6","24","Medium","6","-0.13","Medium","4","-2.22","Low",1,1,1,1,"2634_2013-03-19"
"1929","1","14","Low","1","-1.69","Low","1","-3.17","Low",0,0,0,0,"2636_2014-11-24"
"1930","2","17","Low","8","0.09","High","2","-2.9","Low",1,1,1,1,"2637_2014-07-27"
"1931","1","14","Low","4","-0.61","Low","3","-2.32","Low",0,0,0,0,"2638_2013-09-03"
"1932","1","13","Low","2","-1.09","Low","2","-2.68","Low",0,0,0,0,"2639_2013-09-30"
"1933","1","14","Low","4","-0.91","Low","3","-2.43","Low",0,0,0,0,"2640_2014-08-03"
"1934","2","17","Low","3","-0.76","Low","3","-2.33","Low",0,0,0,0,"2641_2013-02-19"
"1935","1","13","Low","1","-1.53","Low","1","-3.13","Low",0,0,0,0,"2643_2013-03-01"
"1936","1","15","Low","3","-0.99","Low","2","-2.76","Low",1,0,1,0,"2644_2013-12-03"
"1937","1","11","Low","2","-1.34","Low","3","-2.44","Low",0,0,0,0,"2647_2014-05-06"
"1938","2","16","Low","2","-1.18","Low","2","-2.58","Low",0,0,0,0,"2648_2014-10-09"
"1939","1","13","Low","1","-2.16","Low","1","-3.51","Low",0,0,0,0,"2650_2014-03-25"
"1940","4","21","Low","2","-1.34","Low","2","-2.77","Low",0,0,0,0,"2651_2013-08-02"
"1941","5","22","Medium","1","-2.44","Low","1","-3.97","Low",0,0,0,0,"2653_2014-02-27"
"1942","1","11","Low","3","-0.85","Low","6","-1.7","Medium",0,0,0,0,"2655_2013-01-10"
"1943","2","16","Low","1","-1.95","Low","1","-3.91","Low",0,0,0,0,"2656_2013-05-17"
"1944","1","15","Low","1","-1.79","Low","1","-3.47","Low",0,0,0,0,"2657_2013-03-06"
"1945","3","19","Low","3","-0.92","Low","2","-2.92","Low",0,0,0,0,"2658_2014-01-06"
"1946","2","17","Low","7","-0.11","Medium","4","-2.15","Low",0,0,0,0,"2660_2013-10-25"
"1947","9","31","High","7","-0.3","Medium","2","-2.77","Low",1,0,1,0,"2661_2013-03-22"
"1948","3","18","Low","8","0.21","High","7","-1.46","Medium",1,0,1,1,"2664_2013-11-13"
"1949","9","31","High","10","0.94","High","9","-0.83","High",0,0,0,0,"2665_2013-05-01"
"1950","1","15","Low","5","-0.38","Medium","4","-2.03","Low",0,0,0,0,"2667_2013-03-04"
"1951","4","21","Low","4","-0.89","Low","2","-2.9","Low",0,0,0,0,"2668_2013-09-16"
"1952","1","11","Low","1","-2.86","Low","1","-4.44","Low",0,0,0,0,"2670_2014-12-07"
"1953","4","21","Low","8","0.27","High","7","-1.34","Medium",1,0,1,0,"2671_2013-03-21"
"1954","3","19","Low","9","0.47","High","6","-1.57","Medium",1,1,1,1,"2672_2013-05-02"
"1955","1","11","Low","2","-1.13","Low","4","-2.18","Low",0,0,1,1,"2673_2013-01-18"
"1956","3","19","Low","1","-1.63","Low","1","-3.29","Low",0,0,0,0,"2674_2014-08-20"
"1957","2","17","Low","4","-0.67","Low","1","-2.95","Low",1,1,1,1,"2676_2014-07-02"
"1958","1","15","Low","3","-0.9","Low","5","-1.74","Medium",0,0,0,0,"2678_2013-12-28"
"1959","8","27","High","2","-1.45","Low","1","-3.29","Low",1,0,0,0,"2679_2013-05-15"
"1960","3","18","Low","8","0.17","High","4","-2.22","Low",0,0,0,0,"2680_2013-05-14"
"1961","2","17","Low","3","-0.94","Low","3","-2.54","Low",0,0,0,0,"2681_2014-02-15"
"1962","2","16","Low","2","-1.28","Low","3","-2.51","Low",0,0,0,0,"2682_2014-03-29"
"1963","1","13","Low","1","-2.08","Low","1","-3.66","Low",0,0,0,0,"2683_2013-10-09"
"1964","1","15","Low","1","-2.06","Low","1","-3.7","Low",0,0,0,0,"2684_2014-10-17"
"1965","4","21","Low","5","-0.69","Medium","6","-1.6","Medium",0,0,0,0,"2685_2013-04-25"
"1966","2","16","Low","1","-2.76","Low","1","-4.11","Low",0,0,0,0,"2687_2013-10-19"
"1967","1","14","Low","1","-1.79","Low","1","-3.16","Low",1,1,1,1,"2688_2013-02-07"
"1968","1","15","Low","2","-1.39","Low","2","-2.62","Low",0,0,0,0,"2689_2013-04-08"
"1969","3","19","Low","1","-1.7","Low","1","-3.63","Low",1,0,1,0,"2690_2013-07-18"
"1970","5","23","Medium","1","-2.45","Low","1","-3.79","Low",0,0,0,0,"2691_2013-01-31"
"1971","3","19","Low","9","0.45","High","9","-0.98","High",0,0,0,0,"2693_2014-06-08"
"1972","3","18","Low","4","-0.69","Low","1","-2.98","Low",1,0,0,0,"2696_2013-10-30"
"1973","2","17","Low","1","-2.53","Low","1","-4.04","Low",1,0,1,0,"2698_2014-06-23"
"1974","4","20","Low","9","0.19","High","3","-2.31","Low",0,0,0,0,"2699_2014-05-20"
"1975","1","13","Low","4","-0.74","Low","5","-1.86","Medium",0,0,0,0,"2700_2014-02-06"
"1976","6","24","Medium","7","0.04","Medium","9","-0.94","High",0,0,0,0,"2702_2013-01-27"
"1977","5","23","Medium","7","0","Medium","4","-2.2","Low",0,0,0,0,"2703_2014-01-22"
"1978","3","18","Low","2","-1.35","Low","2","-2.7","Low",1,0,1,0,"2704_2013-12-05"
"1979","4","21","Low","4","-0.94","Low","4","-2.23","Low",0,0,0,0,"2710_2014-10-19"
"1980","1","13","Low","1","-1.55","Low","1","-2.99","Low",1,1,1,0,"2711_2013-03-11"
"1981","3","20","Low","2","-1.1","Low","4","-2.1","Low",0,0,0,0,"2713_2013-05-05"
"1982","6","24","Medium","6","-0.21","Medium","3","-2.3","Low",0,0,0,0,"2714_2013-12-29"
"1983","5","22","Medium","5","-0.42","Medium","7","-1.31","Medium",1,0,1,0,"2716_2014-05-15"
"1984","3","19","Low","3","-1.29","Low","2","-2.87","Low",1,0,1,0,"2718_2013-02-14"
"1985","1","14","Low","4","-0.61","Low","3","-2.32","Low",1,0,1,0,"2719_2014-04-19"
"1986","1","13","Low","1","-2.03","Low","1","-3.53","Low",0,0,0,0,"2720_2013-04-01"
"1987","6","25","Medium","9","0.6","High","6","-1.63","Medium",0,0,0,0,"2722_2014-02-11"
"1988","1","13","Low","6","-0.15","Medium","5","-1.91","Medium",1,0,1,0,"2723_2013-04-12"
"1989","5","22","Medium","2","-1.2","Low","1","-3","Low",1,0,1,0,"2724_2014-10-22"
"1990","2","17","Low","9","0.59","High","9","-0.72","High",0,0,0,0,"2726_2014-05-12"
"1991","5","23","Medium","9","0.45","High","8","-1.1","High",0,0,0,0,"2727_2014-10-25"
"1992","1","12","Low","3","-0.88","Low","4","-2.12","Low",0,0,0,0,"2728_2014-02-27"
"1993","1","12","Low","4","-0.63","Low","5","-1.9","Medium",0,0,0,0,"2729_2014-06-17"
"1994","3","20","Low","4","-0.68","Low","4","-2.17","Low",0,0,0,0,"2731_2013-08-26"
"1995","6","25","Medium","7","0.07","Medium","5","-1.91","Medium",1,1,1,0,"2732_2013-01-23"
"1996","1","12","Low","1","-2.44","Low","1","-4.16","Low",0,0,0,0,"2733_2013-10-24"
"1997","2","16","Low","2","-1.12","Low","2","-2.62","Low",0,0,0,0,"2734_2014-06-30"
"1998","7","27","Medium","10","0.78","High","10","0.18","High",1,1,1,1,"2735_2014-12-08"
"1999","4","21","Low","8","0.26","High","7","-1.44","Medium",1,1,1,1,"2737_2014-03-06"
"2000","1","13","Low","1","-1.79","Low","1","-3.11","Low",0,0,0,0,"2738_2014-03-01"
"2001","6","25","Medium","7","0.03","Medium","6","-1.67","Medium",0,0,0,0,"2739_2014-11-24"
"2002","1","12","Low","3","-0.88","Low","3","-2.42","Low",1,1,1,0,"2740_2013-04-29"
"2003","2","16","Low","2","-1.4","Low","2","-2.84","Low",0,0,0,0,"2743_2014-11-09"
"2004","2","17","Low","1","-2.3","Low","1","-4.04","Low",0,0,0,0,"2744_2014-12-20"
"2005","2","16","Low","7","-0.12","Medium","3","-2.32","Low",0,0,0,0,"2745_2013-04-07"
"2006","1","12","Low","1","-1.95","Low","1","-3.9","Low",1,0,1,0,"2746_2013-12-24"
"2007","2","16","Low","1","-1.58","Low","1","-3.6","Low",0,0,0,0,"2748_2013-04-19"
"2008","2","16","Low","5","-0.42","Medium","3","-2.29","Low",0,0,0,0,"2749_2013-05-11"
"2009","4","21","Low","7","0.03","Medium","4","-2.02","Low",0,0,0,0,"2750_2013-05-23"
"2010","1","15","Low","1","-2.03","Low","1","-3.62","Low",0,0,0,0,"2751_2013-12-18"
"2011","2","16","Low","5","-0.33","Medium","3","-2.34","Low",0,0,0,0,"2752_2013-08-26"
"2012","5","22","Medium","9","0.57","High","4","-2.1","Low",1,1,1,0,"2753_2013-11-09"
"2013","4","20","Low","9","0.14","High","5","-1.83","Medium",0,0,0,0,"2754_2013-11-11"
"2014","2","16","Low","5","-0.5","Medium","3","-2.42","Low",0,0,0,0,"2755_2014-10-09"
"2015","4","20","Low","5","-0.76","Medium","5","-1.84","Medium",0,0,0,0,"2756_2014-03-17"
"2016","1","13","Low","1","-2.54","Low","1","-4.1","Low",0,0,0,0,"2757_2014-06-23"
"2017","1","13","Low","2","-1.02","Low","4","-2.13","Low",0,0,0,0,"2758_2013-09-18"
"2018","2","16","Low","7","-0.09","Medium","4","-2.06","Low",0,0,0,0,"2759_2014-02-06"
"2019","5","23","Medium","5","-0.36","Medium","4","-2.01","Low",0,0,0,0,"2760_2013-03-11"
"2020","1","14","Low","1","-2.34","Low","1","-3.71","Low",0,0,0,0,"2761_2014-06-13"
"2021","1","13","Low","7","0.05","Medium","6","-1.54","Medium",1,1,1,0,"2762_2013-11-10"
"2022","3","20","Low","4","-0.61","Low","2","-2.6","Low",0,0,0,0,"2764_2013-12-22"
"2023","2","16","Low","2","-1.37","Low","2","-2.59","Low",0,0,0,0,"2765_2013-08-01"
"2024","2","17","Low","8","0.21","High","7","-1.44","Medium",1,1,1,0,"2766_2013-03-06"
"2025","1","15","Low","1","-2.31","Low","1","-4.11","Low",1,0,1,0,"2767_2014-07-07"
"2026","6","25","Medium","2","-1.18","Low","1","-3.41","Low",0,0,0,0,"2768_2014-02-28"
"2027","4","21","Low","5","-0.44","Medium","3","-2.5","Low",0,0,0,0,"2769_2014-11-23"
"2028","1","15","Low","4","-0.91","Low","5","-1.91","Medium",0,0,0,0,"2770_2013-02-01"
"2029","2","16","Low","1","-1.56","Low","1","-3.32","Low",1,0,0,0,"2771_2013-04-22"
"2030","1","15","Low","8","0.17","High","8","-1.05","High",1,0,1,0,"2772_2013-02-03"
"2031","7","25","Medium","7","-0.18","Medium","3","-2.52","Low",1,0,1,0,"2773_2014-04-10"
"2032","3","18","Low","5","-0.38","Medium","4","-2.07","Low",0,0,0,0,"2774_2014-10-09"
"2033","3","18","Low","7","0.08","Medium","4","-2.09","Low",1,1,1,0,"2775_2013-04-14"
"2034","5","22","Medium","6","-0.18","Medium","2","-2.76","Low",0,0,0,0,"2776_2013-01-12"
"2035","3","18","Low","3","-0.9","Low","3","-2.34","Low",0,0,0,0,"2777_2013-04-01"
"2036","1","11","Low","1","-2.55","Low","1","-4.14","Low",0,0,0,0,"2780_2013-12-10"
"2037","7","27","Medium","4","-0.52","Low","3","-2.27","Low",0,0,0,0,"2781_2014-12-10"
"2038","7","26","Medium","9","0.32","High","6","-1.65","Medium",1,1,1,1,"2782_2014-08-20"
"2039","1","14","Low","2","-1.14","Low","2","-2.9","Low",0,0,0,0,"2785_2014-12-22"
"2040","1","14","Low","4","-0.59","Low","5","-1.75","Medium",0,0,1,0,"2786_2013-05-27"
"2041","2","17","Low","5","-0.67","Medium","2","-2.86","Low",1,1,1,0,"2787_2013-11-08"
"2042","1","14","Low","1","-2.73","Low","1","-3.68","Low",0,0,0,0,"2788_2013-12-25"
"2043","1","11","Low","4","-0.64","Low","6","-1.56","Medium",1,1,1,1,"2789_2013-04-14"
"2044","2","16","Low","4","-0.69","Low","1","-3.55","Low",0,0,0,0,"2790_2013-11-13"
"2045","9","33","High","7","-0.15","Medium","9","-0.88","High",0,0,0,0,"2791_2014-12-18"
"2046","6","24","Medium","10","0.92","High","10","-0.12","High",0,0,0,0,"2792_2013-09-05"
"2047","7","26","Medium","10","0.95","High","9","-0.98","High",1,0,0,0,"2793_2013-02-03"
"2048","5","22","Medium","4","-0.54","Low","6","-1.7","Medium",1,0,1,0,"2794_2013-10-14"
"2049","3","20","Low","7","-0.04","Medium","1","-3.38","Low",0,0,0,0,"2795_2014-12-08"
"2050","1","13","Low","2","-1.3","Low","2","-2.59","Low",1,0,1,0,"2797_2013-12-30"
"2051","1","12","Low","1","-2.17","Low","1","-3.64","Low",0,0,0,0,"2798_2014-07-03"
"2052","1","14","Low","8","0.23","High","5","-1.77","Medium",0,0,0,0,"2799_2014-11-15"
"2053","5","23","Medium","7","-0.11","Medium","4","-2.1","Low",0,0,0,0,"2800_2013-04-15"
"2054","2","16","Low","5","-0.33","Medium","2","-2.61","Low",0,0,0,0,"2801_2014-03-07"
"2055","1","14","Low","1","-2.13","Low","1","-3.55","Low",0,0,0,0,"2802_2014-02-13"
"2056","3","19","Low","1","-1.67","Low","1","-3.96","Low",0,0,0,0,"2803_2014-06-29"
"2057","2","17","Low","4","-0.68","Low","2","-2.83","Low",1,1,1,0,"2804_2014-02-26"
"2058","10","38","High","10","1.39","High","8","-1.23","High",1,1,1,1,"2807_2013-03-27"
"2059","1","11","Low","3","-0.9","Low","4","-2.04","Low",0,0,0,0,"2809_2013-01-10"
"2060","1","11","Low","1","-1.53","Low","2","-2.92","Low",0,0,0,0,"2810_2014-06-26"
"2061","1","12","Low","6","-0.47","Medium","4","-2.2","Low",0,0,0,0,"2812_2014-09-11"
"2062","3","18","Low","3","-0.86","Low","2","-2.84","Low",1,0,1,0,"2814_2014-10-16"
"2063","5","23","Medium","10","0.92","High","9","-0.98","High",1,0,1,0,"2819_2013-03-02"
"2064","3","18","Low","1","-2.9","Low","1","-4.47","Low",0,0,0,0,"2820_2013-04-07"
"2065","6","23","Medium","4","-0.91","Low","1","-3.05","Low",0,0,0,0,"2821_2013-11-14"
"2066","1","15","Low","1","-1.91","Low","1","-2.98","Low",0,0,0,0,"2823_2014-06-22"
"2067","10","50","High","8","0.23","High","5","-1.89","Medium",1,1,1,0,"2824_2014-11-09"
"2068","1","12","Low","3","-0.81","Low","4","-2.14","Low",1,0,1,0,"2825_2013-02-22"
"2069","6","23","Medium","6","-0.45","Medium","4","-2.16","Low",0,0,0,0,"2827_2014-07-18"
"2070","3","19","Low","7","-0.27","Medium","5","-1.88","Medium",1,1,1,1,"2828_2014-10-29"
"2071","1","15","Low","3","-0.95","Low","3","-2.51","Low",0,0,0,0,"2829_2013-10-06"
"2072","1","13","Low","1","-1.65","Low","1","-3.6","Low",0,0,0,0,"2830_2013-02-14"
"2073","1","14","Low","4","-0.54","Low","5","-1.79","Medium",0,0,0,0,"2831_2014-08-21"
"2074","3","19","Low","1","-1.84","Low","1","-3.86","Low",0,0,0,0,"2837_2014-02-19"
"2075","1","14","Low","4","-0.72","Low","3","-2.48","Low",0,0,0,0,"2838_2014-09-09"
"2076","9","33","High","7","-0.07","Medium","2","-2.59","Low",0,0,0,0,"2839_2014-09-16"
"2077","2","17","Low","5","-0.41","Medium","6","-1.64","Medium",0,0,0,0,"2841_2013-05-02"
"2078","1","13","Low","3","-0.81","Low","6","-1.66","Medium",1,1,1,1,"2842_2013-04-12"
"2079","1","13","Low","1","-2.03","Low","1","-3.49","Low",0,0,0,0,"2843_2014-01-13"
"2080","3","19","Low","10","1.08","High","10","-0.52","High",1,0,1,0,"2844_2014-12-12"
"2081","4","21","Low","1","-1.64","Low","1","-3.36","Low",1,1,1,0,"2846_2013-08-19"
"2082","4","21","Low","8","0.18","High","9","-0.91","High",1,1,1,1,"2848_2013-12-15"
"2083","7","27","Medium","8","0.14","High","1","-2.99","Low",0,0,0,0,"2849_2014-04-17"
"2084","5","23","Medium","1","-2.73","Low","1","-4.05","Low",0,0,0,0,"2850_2014-11-20"
"2085","3","18","Low","5","-0.4","Medium","1","-2.98","Low",0,0,0,0,"2851_2014-02-02"
"2086","5","22","Medium","8","0.25","High","6","-1.64","Medium",0,0,0,0,"2852_2013-09-19"
"2087","5","22","Medium","3","-0.86","Low","3","-2.53","Low",0,0,0,0,"2853_2014-08-27"
"2088","10","34","High","9","0.6","High","9","-0.97","High",1,0,1,0,"2854_2014-03-16"
"2089","1","12","Low","3","-1.08","Low","3","-2.42","Low",1,0,1,0,"2855_2014-11-22"
"2090","8","30","High","9","0.51","High","8","-1.08","High",0,0,0,0,"2857_2013-01-08"
"2091","6","24","Medium","8","0.12","High","2","-2.63","Low",1,0,1,0,"2859_2014-02-06"
"2092","1","11","Low","1","-1.63","Low","1","-3.13","Low",0,0,0,0,"2860_2013-12-09"
"2093","1","13","Low","2","-1.38","Low","2","-2.92","Low",0,0,0,0,"2861_2014-03-31"
"2094","6","24","Medium","6","-0.18","Medium","7","-1.33","Medium",1,0,1,0,"2862_2013-03-20"
"2095","1","11","Low","2","-1.08","Low","4","-2.14","Low",1,1,1,0,"2863_2014-11-12"
"2096","2","16","Low","4","-0.73","Low","2","-2.7","Low",1,1,1,1,"2864_2013-10-02"
"2097","1","13","Low","4","-0.65","Low","6","-1.62","Medium",1,0,1,1,"2865_2013-08-21"
"2098","6","24","Medium","1","-1.72","Low","1","-3.69","Low",0,0,0,0,"2866_2014-04-11"
"2099","1","13","Low","2","-1.02","Low","3","-2.24","Low",0,0,0,0,"2867_2013-05-11"
"2100","3","18","Low","7","-0.08","Medium","4","-1.98","Low",0,0,0,0,"2868_2013-01-12"
"2101","5","23","Medium","1","-1.72","Low","1","-3.18","Low",0,0,0,0,"2869_2013-11-12"
"2102","1","15","Low","7","0.02","Medium","7","-1.44","Medium",1,1,1,1,"2870_2013-01-15"
"2103","3","18","Low","9","0.42","High","9","-0.81","High",1,1,1,0,"2871_2013-03-15"
"2104","2","17","Low","1","-1.82","Low","1","-3.31","Low",0,0,0,0,"2872_2014-07-21"
"2105","8","28","High","9","0.6","High","6","-1.64","Medium",0,0,1,0,"2873_2013-11-22"
"2106","1","12","Low","2","-1.3","Low","2","-2.74","Low",1,0,1,0,"2874_2013-05-12"
"2107","6","25","Medium","9","0.47","High","6","-1.64","Medium",1,0,1,0,"2875_2014-02-04"
"2108","1","14","Low","4","-0.65","Low","6","-1.67","Medium",0,0,0,0,"2877_2014-09-14"
"2109","6","24","Medium","4","-0.61","Low","4","-1.99","Low",0,0,0,0,"2878_2014-04-07"
"2110","4","21","Low","3","-0.96","Low","1","-2.98","Low",0,0,0,0,"2879_2013-07-08"
"2111","5","22","Medium","3","-0.8","Low","2","-2.73","Low",0,0,0,0,"2880_2013-09-16"
"2112","2","16","Low","8","0.16","High","5","-1.91","Medium",1,1,1,0,"2883_2014-08-01"
"2113","1","12","Low","5","-0.73","Medium","4","-2.18","Low",0,0,0,0,"2884_2014-09-13"
"2114","8","29","High","8","0.29","High","9","-0.88","High",1,0,1,0,"2885_2013-10-17"
"2115","9","32","High","7","-0.1","Medium","5","-1.92","Medium",1,0,1,0,"2886_2014-05-13"
"2116","1","14","Low","1","-1.43","Low","2","-2.69","Low",0,0,0,0,"2887_2013-04-29"
"2117","3","18","Low","6","-0.2","Medium","9","-0.82","High",0,0,0,0,"2888_2013-04-29"
"2118","1","15","Low","4","-0.44","Low","4","-2.18","Low",0,0,0,0,"2889_2014-04-03"
"2119","1","12","Low","5","-0.47","Medium","5","-1.84","Medium",1,0,1,1,"2891_2013-02-16"
"2120","3","19","Low","8","0.26","High","5","-1.76","Medium",0,0,0,0,"2893_2013-03-12"
"2121","1","15","Low","2","-1.24","Low","3","-2.47","Low",0,0,0,0,"2894_2014-06-07"
"2122","1","13","Low","4","-0.97","Low","2","-2.71","Low",0,0,0,0,"2895_2014-06-04"
"2123","3","20","Low","4","-0.7","Low","3","-2.28","Low",1,1,1,0,"2896_2014-06-15"
"2124","5","23","Medium","7","0.08","Medium","4","-2.15","Low",1,0,1,0,"2897_2013-10-01"
"2125","1","13","Low","3","-1.17","Low","2","-2.62","Low",0,0,0,0,"2898_2013-06-05"
"2126","6","25","Medium","9","0.53","High","9","-0.83","High",1,0,1,0,"2901_2013-03-23"
"2127","3","19","Low","1","-1.43","Low","1","-3.26","Low",0,0,0,0,"2902_2013-10-09"
"2128","1","15","Low","3","-0.84","Low","1","-2.96","Low",0,0,0,0,"2905_2014-06-14"
"2129","1","13","Low","6","-0.27","Medium","5","-1.83","Medium",1,1,1,0,"2907_2013-10-07"
"2130","1","14","Low","5","-0.37","Medium","6","-1.65","Medium",0,0,0,0,"2908_2013-08-27"
"2131","2","16","Low","4","-0.54","Low","1","-3.14","Low",0,0,0,0,"2910_2013-10-16"
"2132","3","18","Low","10","0.78","High","8","-1.11","High",0,0,0,0,"2913_2013-08-19"
"2133","2","16","Low","9","0.31","High","7","-1.38","Medium",0,0,0,0,"2914_2013-01-09"
"2134","5","22","Medium","4","-0.56","Low","2","-2.83","Low",1,0,1,0,"2915_2013-08-01"
"2135","1","14","Low","7","-0.01","Medium","8","-1.18","High",0,0,0,0,"2916_2014-07-23"
"2136","3","20","Low","4","-0.65","Low","4","-2.23","Low",0,0,1,0,"2917_2013-04-15"
"2137","1","15","Low","1","-1.75","Low","1","-3.54","Low",0,0,0,0,"2920_2014-04-24"
"2138","10","37","High","10","0.6","High","4","-2.08","Low",0,0,0,0,"2921_2013-12-15"
"2139","3","18","Low","1","-1.47","Low","1","-3.15","Low",0,0,0,0,"2923_2013-08-01"
"2140","5","23","Medium","7","0.06","Medium","9","-0.86","High",0,0,0,0,"2924_2014-11-04"
"2141","1","11","Low","1","-2.55","Low","1","-4.16","Low",0,0,0,0,"2925_2013-11-06"
"2142","1","14","Low","3","-0.86","Low","4","-2.04","Low",1,0,1,0,"2926_2014-09-12"
"2143","4","21","Low","3","-0.89","Low","5","-1.82","Medium",0,0,0,0,"2929_2013-05-24"
"2144","2","17","Low","10","0.72","High","8","-1.05","High",1,0,1,0,"2930_2013-01-12"
"2145","3","20","Low","2","-1.37","Low","1","-3.14","Low",0,0,0,0,"2931_2013-08-05"
"2146","1","14","Low","2","-1.17","Low","1","-3.17","Low",0,0,0,0,"2932_2014-02-06"
"2147","2","16","Low","3","-0.97","Low","4","-2.09","Low",1,0,1,0,"2934_2013-07-22"
"2148","1","13","Low","1","-2.87","Low","1","-4.46","Low",0,0,0,0,"2935_2013-07-10"
"2149","1","15","Low","4","-0.59","Low","3","-2.39","Low",0,0,0,0,"2936_2014-01-25"
"2150","1","13","Low","5","-0.48","Medium","9","-0.88","High",1,0,1,0,"2937_2013-08-26"
"2151","2","16","Low","1","-1.58","Low","2","-2.78","Low",0,0,0,0,"2938_2013-10-04"
"2152","4","20","Low","4","-1","Low","2","-2.82","Low",0,0,0,0,"2940_2014-10-12"
"2153","3","19","Low","1","-2.2","Low","1","-3.7","Low",0,0,0,0,"2943_2013-07-17"
"2154","1","12","Low","1","-2.19","Low","1","-3.86","Low",0,0,0,0,"2944_2014-09-16"
"2155","1","14","Low","1","-2.06","Low","1","-3.66","Low",0,0,0,0,"2945_2014-12-31"
"2156","1","14","Low","3","-0.96","Low","2","-2.56","Low",0,0,0,0,"2946_2013-10-16"
"2157","1","15","Low","3","-0.98","Low","3","-2.25","Low",0,0,0,0,"2947_2014-05-29"
"2158","1","11","Low","1","-1.49","Low","2","-2.94","Low",0,0,0,0,"2948_2014-11-16"
"2159","3","20","Low","4","-0.54","Low","4","-2.01","Low",0,0,0,0,"2951_2013-11-28"
"2160","2","16","Low","3","-0.84","Low","5","-1.78","Medium",0,0,0,0,"2952_2013-03-07"
"2161","1","11","Low","4","-0.68","Low","7","-1.41","Medium",0,0,0,0,"2954_2013-02-06"
"2162","3","19","Low","2","-1.29","Low","3","-2.48","Low",0,0,0,0,"2955_2013-09-08"
"2163","8","29","High","5","-0.33","Medium","2","-2.61","Low",0,0,0,0,"2956_2013-11-16"
"2164","8","29","High","4","-0.72","Low","3","-2.42","Low",0,0,0,0,"2957_2014-12-29"
"2165","3","19","Low","7","0","Medium","7","-1.35","Medium",0,0,0,0,"2959_2013-01-17"
"2166","3","19","Low","5","-0.47","Medium","6","-1.62","Medium",1,0,1,0,"2961_2013-02-07"
"2167","1","13","Low","1","-1.77","Low","2","-2.66","Low",0,0,0,0,"2962_2013-08-29"
"2168","3","19","Low","4","-0.68","Low","3","-2.38","Low",0,0,0,0,"2963_2013-10-03"
"2169","1","11","Low","2","-1.22","Low","3","-2.26","Low",1,1,1,0,"2964_2014-06-23"
"2170","1","15","Low","10","0.72","High","9","-0.95","High",0,0,0,0,"2967_2014-10-14"
"2171","2","16","Low","3","-0.78","Low","2","-2.65","Low",1,0,1,0,"2968_2013-08-12"
"2172","8","29","High","1","-1.59","Low","1","-3.08","Low",1,1,1,1,"2969_2014-05-01"
